community,sales_count,mean_abs_pct_error,median_abs_pct_error,mean_pct_bias,shrunk_mean_abs_pct_error,meets_min_support
153,132,35.95005444049447,17.355040867350418,6.64488268065262,33.63266843982144,True
149,121,34.86198732293388,30.122525,-2.822985857616101,32.518148104841046,True
94,23,41.48687020499051,18.05712765957447,15.447162933201215,30.71991700982257,True
152,116,31.91975297372677,26.760854784300886,-5.504262507442251,29.922424718087456,True
264,120,31.645359459109496,32.826619342790785,-3.9791085021817127,29.74429679857663,True
151,171,29.88748889891772,28.47936923076923,-2.094516386399118,28.678110044096954,True
265,143,29.790199721968964,29.880208333333336,-8.457485051678066,28.385012128522394,True
266,105,29.28189300711388,23.026689655172415,3.1607722228314805,27.53085745963637,True
228,28,32.818008695298026,21.302040037692848,6.802689570099884,26.78463875366528,True
146,173,27.692365488251628,20.485829307568437,7.331624744062127,26.722992985363316,True
135,183,27.26299248189587,23.975475,-3.0196491751122707,26.383675078298193,True
144,53,29.41787498407819,28.34730577689243,-7.309129239220165,26.382271107722367,True
150,108,27.137711605907082,26.50607145112402,-6.9209877849817465,25.762744298012137,True
137,107,27.068767935320405,19.967707964601768,4.087199086688198,25.693831384148602,True
260,438,25.806924956073114,20.85281212121212,-1.364498974696702,25.480767570889984,True
131,311,25.717277680525708,19.774309523809524,6.810019515536966,25.271395091695116,True
143,71,26.42822934701532,24.140597014925373,-1.8505512796837778,24.650139564238202,True
133,352,24.841289602169727,19.765653032036614,11.863910099302922,24.49164612008423,True
245,19,30.76200856863833,26.892617647058824,4.915438334548409,24.390681525941464,False
233,67,25.492736780950583,21.95155769230769,3.001886897540046,23.847951506106643,True
256,432,23.760236423205143,18.80826356679035,7.9021160360353315,23.520310954717278,True
250,316,23.825121250358215,18.244080510423053,-0.17840721566031423,23.49850217803805,True
140,117,24.252070862603844,18.474375567665756,12.911379895829219,23.388691296585684,True
255,581,23.442845443776054,18.325055000000003,7.215585507432754,23.272964425193805,True
148,46,25.365815088695143,23.884636634199136,-1.9046128812341174,23.23615016344796,True
197,38,25.485419216890644,16.97338263011718,6.2925435484767265,23.02076460257644,True
93,215,23.400056672027727,20.86951023950616,2.2286460862648405,22.969236600823617,True
249,34,25.352133687643477,19.51024424778761,-3.1556260774711076,22.75427707569383,True
259,409,22.675017915443963,16.157534722222223,-0.1474693781133003,22.47282224737569,True
243,25,25.727906284290317,25.355336676217767,-2.7942769948679222,22.443468306996593,True
46,6,34.950458062763865,29.572885652404526,13.94846623713793,22.17158327246815,False
84,373,22.3681942544965,19.21464516129032,0.24129731257649675,22.163091281513445,True
89,95,22.86348257140373,14.195749999999999,10.763723544729421,22.076428356442985,True
268,79,22.92243309983422,17.091512681159422,2.5832232379131876,21.996269006004972,True
28,14,27.217934455526315,22.00912751490313,6.433348442552567,21.994397031910506,False
88,171,22.410992865827303,14.509772222222223,9.005770879525615,21.98449317677517,True
206,102,22.555206485997328,18.45402252380257,-1.4822184923632458,21.863848182617346,True
29,118,22.3582993099763,14.348931915399238,7.540774836787974,21.775635762933277,True
112,42,23.08495561831224,21.940728885135133,1.5906273446763,21.553654075430693,True
49,97,22.216644097901646,15.259558263518661,-4.056020140120691,21.55361448037648,True
252,280,21.735818916149245,17.874510786516854,3.022176862915786,21.509292377431258,True
53,214,21.769089740689523,12.726225514069263,1.0211045705034651,21.47582744109037,True
254,326,21.53921965150332,16.601752699036652,5.864345947980903,21.3541734771609,True
195,3,41.32933901557493,4.94325117370892,41.32933901557493,21.33680146757885,False
92,72,22.13647345753109,20.215600981078396,3.7914846304096486,21.310701148367688,True
25,12,26.203223144023642,12.755638929618769,13.389198381312482,21.287409201121015,False
273,155,21.560213476222145,17.453374999999998,-2.9028125004374417,21.191951460125836,True
158,2,49.67350278850279,49.67350278850279,49.67350278850279,21.186610103845197,False
238,21,23.812086172202488,18.136145833333334,2.4347723643776735,21.14176161765466,True
230,17,23.810790030474205,17.89057608695652,8.501299376988305,20.852482357450008,False
8,231,20.989348001657557,13.185141025641025,-2.960284784654856,20.778078904742966,True
139,355,20.89909074373187,18.40929,2.151447805958403,20.762495015286405,True
132,294,20.926486295180332,17.3860842985843,4.406089002877264,20.761609514301295,True
261,316,20.85977680566811,17.244292474916385,7.693505282964268,20.70966633124616,True
277,1,67.48784722222221,67.48784722222221,67.48784722222221,20.67839352046719,False
40,14,23.973885757028228,12.906816902224282,-4.535470785056466,20.658612273705412,False
23,22,22.726333687374446,14.491812816455695,9.802753743939881,20.636613281662537,True
203,113,21.033551664521454,14.209231548154817,12.818157887595614,20.628193645101604,True
90,107,21.030018578655465,16.98568597560976,0.6691602647889684,20.606066178139553,True
216,102,21.038743877366393,15.871363782051281,-6.319167595851661,20.595986001630827,True
257,492,20.66062134243019,17.615700440524538,0.24164616005334755,20.56989085387352,True
171,25,22.31606164657863,20.179885416666668,-1.413316590538112,20.547999063823433,True
271,99,20.956488147791767,14.665422185430463,4.5234374209275865,20.516392801167846,True
120,17,22.959384479792213,15.7052890625,7.775303251466583,20.461296023352876,False
147,126,20.682130059348403,14.460353207008279,2.5712176717633675,20.361005508119778,True
186,17,22.537957691409574,13.679803030303031,10.632824183095764,20.26766749896085,False
21,19,22.156853124533136,13.285247524752474,6.714128465481283,20.198426309582523,False
136,164,20.376143416301925,13.136072261987895,6.503995486992128,20.154597483592962,True
183,11,23.124389521435504,22.242404458598728,7.9093186952267835,20.036345207850943,False
251,365,20.071565257749725,17.253526785714286,6.526404764900786,19.98150580723698,True
269,69,20.416321008677055,15.392475,-12.49565780506507,19.94926478995849,True
240,5,26.244785816232525,22.246303571428573,7.221140109693397,19.919293831550057,False
145,84,20.20178150250382,15.448896859963991,-4.940065746197247,19.84334675882605,True
37,78,20.20276716463121,14.55538613490352,10.296188619187596,19.82218628111044,True
122,52,20.34470754644888,13.426476972662318,11.472467568856539,19.787266793374034,True
26,10,22.667713405630753,18.802646226415096,-9.773074253414952,19.781185025463213,False
244,10,22.65702379909224,23.54487533685181,15.14984864228558,19.777621823283706,False
207,70,20.181571195825043,12.681277595793333,7.511741346790778,19.77187111572602,True
19,11,22.336326779503477,17.13510714285714,15.9697053448061,19.756710041358936,False
161,12,21.999932646106064,14.587283310439561,14.507562976889162,19.711175264401923,False
246,11,22.191688637667262,14.265831005586593,14.843739664665321,19.705386829739634,False
113,31,20.435147049772535,16.30885,1.0130488836846478,19.61270539706936,True
71,87,19.664307029397452,15.912130003911853,-1.2699552825191103,19.416384376309974,True
253,140,19.548486686192284,13.57078959456149,5.863030724641016,19.39716595484068,True
160,4,24.33321177927192,24.14022619286287,-24.33321177927192,19.33713599269485,False
263,236,19.39216326085386,12.692880208866264,-4.054928881016848,19.30980057136367,True
41,5,22.963378138825156,25.459016666666667,-12.332074860136633,19.26301229606858,False
211,23,20.03824239761077,10.27030357142857,8.600462266961182,19.247395159363638,True
188,9,21.080190738537414,18.270786764705882,-20.484345252426305,19.188970115669846,False
86,243,19.231879061654205,14.314216549295775,4.171230173568994,19.16389744748882,True
164,14,20.2276768888459,16.874590424179267,-4.91080289885985,19.116055680924454,False
125,23,19.75402525487104,17.668375,3.2345847581045546,19.09537203650285,True
36,104,19.143808076352634,12.985080782312924,11.244671568053414,19.01382626329244,True
176,2,24.441817202194358,24.441817202194358,-12.475885384012537,18.892820505089887,False
219,96,18.87548520632261,15.59356447368421,-8.691259774716364,18.78280169409103,True
173,14,19.226982003422826,20.814323412698414,-5.658365140458157,18.704004845750244,False
196,3,20.755488709270814,21.050816666666666,-6.721610931493037,18.653255775452227,False
190,5,19.809353444919953,16.568183333333334,-8.465339370845879,18.63220735728754,False
159,29,18.794932433126203,16.858964285714286,-8.508933291287486,18.608397087107114,True
48,218,18.605073550584017,11.340809391534393,6.737432749853822,18.58262374258363,True
258,334,18.565951850751617,14.62169361888112,4.13915184348612,18.553068742538496,True
50,251,18.561838687042748,13.243583333333333,-5.929503499162294,18.545313384336964,True
181,6,19.00502752291108,17.002800473688403,-0.297888226422972,18.491868532502124,False
185,8,18.808942555800943,19.094031269797277,-18.808942555800943,18.472498469785585,False
241,10,18.66074110680092,15.224230937679106,10.790142719650223,18.44552759251993,False
82,225,18.428684584033373,11.946701605923646,5.7435631311905215,18.42127529842897,True
276,309,18.4135953235158,14.199632653061226,-4.996347614598671,18.408995050680762,True
162,3,18.6430135678616,10.723991666666667,-18.6430135678616,18.377715539616243,False
224,24,18.39018223182498,17.26402144113387,-15.521288392927064,18.366427051622463,True
5,183,18.318642965720947,15.554032258064515,-8.883149484291902,18.320542263224247,True
38,39,18.280797212787746,14.02523734177215,7.080789876990124,18.300161152649338,True
44,5,18.137294425584123,14.126040000000001,1.0063118399026039,18.297795553420375,False
76,63,18.26522580398831,13.498230421686747,5.7188310363244055,18.282742679022316,True
172,23,18.203530163642068,12.92429,4.801086931760465,18.26603745282224,True
78,56,18.1184815794334,14.924983239140069,5.2052181260651675,18.17622875205078,True
221,13,17.804020894047838,18.308353448275863,-11.694204530288717,18.127596616066988,False
10,1,13.12244277539342,13.12244277539342,13.12244277539342,18.089564737284867,False
30,83,18.02667825265194,12.65499625748503,6.53243742480735,18.087113705608736,True
247,18,17.784018918262433,16.62718039132466,-1.6703062087765908,18.075546243060856,False
220,22,17.82329000160766,15.660928723858301,-5.527699941654306,18.068352303403746,True
87,245,18.02117501273653,14.03153448275862,0.30698121412751567,18.045080357841655,True
201,148,17.96919309736602,14.15376030190222,6.282536186774163,18.01308925665333,True
179,7,16.99960513767071,19.965671641791044,-15.374072199106683,17.990950098936434,False
178,2,14.489153160367287,14.489153160367287,-14.489153160367287,17.988032864923788,False
199,113,17.87500221500028,14.796421052631578,5.32283517392289,17.944614037613686,True
80,69,17.745573560740944,13.635945796460177,1.6976267911154619,17.878685307850716,True
157,7,16.511525197253924,12.495953757225434,-5.487539884764139,17.864410855124675,False
