Unnamed: 0,sale_date,sale_price,sale_nbr,lat,lng,sqft,sqft_lot,year_built,year_reno,sqft_fbsmt,sqft_1,grade,fbsmt_grade,condition,stories,beds,bath_full,bath_3qtr,bath_half,garb_sqft,gara_sqft,h3_07,h3_10,price_per_sqft,h3_08,community
16587,2021-09-01,602550,2.0,47.6179199247468,-122.306473767241,1110,4800,1906,0,0,720,6,0,4,1.5,3,1,0,0,0,0,8728d542effffff,8a28d542e9affff,542.8378378378378,8828d542e9fffff,9
16588,2021-08-27,1760000,3.0,47.6113576958521,-122.299390055121,860,3763,1917,0,0,860,6,0,4,1.0,2,1,0,0,0,0,8728d5421ffffff,8a28d5421737fff,2046.5116279069769,8828d54217fffff,9
16589,2021-09-03,2150000,3.0,47.53292228143,-121.932522934379,1140,43560,1949,0,200,940,6,4,3,1.0,2,1,0,0,280,0,8728d42e8ffffff,8a28d42e84cffff,1885.9649122807018,8828d42e85fffff,100
16590,2021-09-02,739000,5.0,47.6714224007186,-122.391957134027,1500,5000,1906,0,0,1000,6,0,4,1.5,3,1,0,0,0,0,8728d5470ffffff,8a28d54700e7fff,492.6666666666667,8828d54701fffff,9
16591,2021-09-03,2125000,4.0,47.689848647759,-122.178656597447,2140,17500,1962,0,1070,1070,7,5,3,1.0,5,2,0,0,0,250,8728d5413ffffff,8a28d541306ffff,992.9906542056075,8828d54131fffff,139
16592,2021-09-08,729900,6.0,47.5492256581142,-122.386656375402,980,6000,1923,0,0,980,7,0,3,1.0,2,1,0,0,0,0,8728d5573ffffff,8a28d557314ffff,744.795918367347,8828d55731fffff,5
16593,2021-08-23,1008000,4.0,47.5704585340339,-122.393069641755,1800,7000,1950,1991,0,880,7,0,3,2.0,3,2,0,0,0,0,8728d5555ffffff,8a28d5555ad7fff,560.0,8828d5555bfffff,9
16594,2021-09-02,5300000,3.0,47.5803318697908,-122.247856813344,2500,14229,1913,1975,880,1620,8,6,3,1.0,3,1,1,0,0,0,8728d5519ffffff,8a28d5519647fff,2120.0,8828d55197fffff,139
16595,2021-07-29,3020000,4.0,47.5883201130562,-122.084729617273,1210,12190,1977,0,0,780,7,0,3,2.0,3,1,0,1,0,0,8728d5585ffffff,8a28d55850effff,2495.8677685950415,8828d55851fffff,139
16596,2021-09-07,10500000,2.0,47.6270480009135,-122.215406211997,2600,18870,1963,0,0,2600,11,0,4,1.0,4,1,1,0,0,510,8728d5431ffffff,8a28d5431467fff,4038.4615384615386,8828d54315fffff,24
16597,2021-09-09,866000,2.0,47.667727145858,-122.313835152801,1560,4120,1912,0,0,780,7,0,3,2.0,3,1,0,0,0,0,8728d540cffffff,8a28d540c06ffff,555.1282051282051,8828d540c1fffff,9
16598,2021-09-09,1960000,7.0,47.6843635696371,-122.328627961703,1190,4000,1907,0,0,1190,7,0,4,1.0,4,2,0,0,0,0,8728d540dffffff,8a28d540d69ffff,1647.0588235294117,8828d540d7fffff,9
16599,2021-09-13,1913000,3.0,47.6527854446252,-122.393826111076,840,6000,1942,0,0,840,7,0,3,1.0,2,1,0,0,200,0,8728d5474ffffff,8a28d54743a7fff,2277.3809523809523,8828d54743fffff,9
16600,2021-09-11,2125000,4.0,47.6438367317648,-122.3712778593,1460,7000,1942,0,180,930,7,4,2,1.5,1,1,0,0,0,0,8728d5429ffffff,8a28d542932ffff,1455.4794520547946,8828d54293fffff,9
16601,2021-08-30,2400000,3.0,47.6874917891583,-122.330073705863,750,7440,1926,0,0,620,6,0,3,1.5,2,1,0,0,0,0,8728d5409ffffff,8a28d5409d0ffff,3200.0,8828d5409dfffff,9
16602,2021-09-07,1273000,3.0,47.425395378011,-122.335050875281,1470,8636,1953,0,0,1470,7,0,3,1.0,3,1,0,0,0,0,8728d5cd4ffffff,8a28d5cd440ffff,865.9863945578231,8828d5cd45fffff,5
16603,2021-09-08,4200000,3.0,47.6172081526888,-122.220167786188,2060,13680,1955,0,0,2060,8,0,3,1.0,3,1,1,0,0,320,8728d5431ffffff,8a28d5431d6ffff,2038.8349514563106,8828d5431dfffff,24
16604,2021-07-21,724950,3.0,47.7603507643212,-122.31836794695,1010,8169,1954,0,0,1010,6,0,5,1.0,2,1,0,0,0,0,8728d54eeffffff,8a28d54ee81ffff,717.7722772277227,8828d54ee9fffff,9
16605,2021-09-14,2980000,4.0,47.577363180772,-122.220933778488,1330,11400,1953,0,0,1330,8,0,4,1.0,2,1,0,0,0,0,8728d551bffffff,8a28d551b8a7fff,2240.6015037593984,8828d551b9fffff,31
16606,2021-09-08,675000,3.0,47.6548210237077,-122.386414926554,1100,7000,1917,0,140,960,7,5,3,1.0,3,1,0,0,0,0,8728d5474ffffff,8a28d547470ffff,613.6363636363636,8828d54747fffff,9
16607,2021-09-01,2020000,2.0,47.5624412171149,-122.269075640899,1080,7200,1913,0,0,770,6,0,3,1.5,1,1,0,0,0,0,8728d550affffff,8a28d550a09ffff,1870.3703703703704,8828d550a1fffff,9
16608,2021-09-14,2205000,4.0,47.6803984015938,-122.200019911834,900,5500,1924,0,0,900,6,0,2,1.0,2,1,0,0,0,0,8728d5411ffffff,8a28d54110dffff,2450.0,8828d54111fffff,139
16609,2021-09-07,1802000,5.0,47.6380824418678,-122.325176356944,1570,2100,1910,0,0,750,7,0,3,2.0,3,1,0,1,0,160,8728d5428ffffff,8a28d5428447fff,1147.7707006369426,8828d54285fffff,9
16610,2021-09-08,4605000,3.0,47.5799566744777,-122.243967418191,1650,12500,1961,0,0,1650,8,0,3,1.0,3,1,1,0,0,0,8728d5519ffffff,8a28d551960ffff,2790.909090909091,8828d55197fffff,139
16611,2021-08-24,2177500,3.0,47.6261277663612,-122.298040845479,1070,4000,1904,0,0,1070,7,0,1,1.0,3,1,0,0,0,0,8728d542effffff,8a28d542e567fff,2035.0467289719627,8828d542e5fffff,9
16612,2021-09-14,1158950,2.0,47.6382815235518,-122.368589501616,1610,5400,1919,0,0,880,7,0,3,2.0,3,1,0,1,0,0,8728d5429ffffff,8a28d5429b87fff,719.8447204968944,8828d5429bfffff,9
16613,2021-09-14,905003,2.0,47.4285281885137,-122.107983994692,490,13750,1950,0,0,490,3,0,2,1.0,1,0,0,1,0,0,8728d426effffff,8a28d426eba7fff,1846.9448979591837,8828d426ebfffff,13
16614,2021-09-14,2500000,3.0,47.6825224690455,-122.267755283058,1720,6050,1950,0,680,1040,8,8,3,1.0,3,1,1,1,0,0,8728d540effffff,8a28d540e4a7fff,1453.4883720930231,8828d540e5fffff,139
16615,2021-09-16,1050000,2.0,47.4784439919888,-122.201433645264,780,5625,1932,0,0,780,6,0,3,1.0,2,1,0,0,220,0,8728d5531ffffff,8a28d5531d87fff,1346.1538461538462,8828d5531dfffff,13
16616,2021-09-14,4400000,3.0,47.6619498501522,-122.198211993342,3200,16055,1978,0,1240,1380,9,9,3,2.0,3,2,0,1,0,480,8728d5415ffffff,8a28d5415747fff,1375.0,8828d54157fffff,139
16617,2021-08-31,575000,4.0,47.4940655399366,-122.334094369256,590,6750,1942,0,0,590,5,0,3,1.0,1,1,0,0,0,0,8728d5528ffffff,8a28d5528af7fff,974.5762711864406,8828d5528bfffff,5
16618,2021-09-17,1530000,3.0,47.7502820360925,-122.340496170765,1160,14990,1941,0,0,1160,6,0,3,1.0,2,1,0,0,0,0,8728d54ecffffff,8a28d54ec137fff,1318.9655172413793,8828d54ec1fffff,9
16619,2021-09-10,1880000,4.0,47.700494494029,-122.27856034161,790,7200,1947,0,0,790,6,0,3,1.0,1,1,0,0,0,0,8728d540affffff,8a28d540a0b7fff,2379.746835443038,8828d540a1fffff,9
16620,2021-09-07,6438000,2.0,47.635253877742,-122.221683352006,2850,21525,1957,0,0,2850,8,0,4,1.0,4,1,1,0,0,0,8728d5406ffffff,8a28d54316cffff,2258.9473684210525,8828d54317fffff,31
16621,2021-09-03,2505000,4.0,47.6844923624687,-122.173767148527,2060,25926,1994,0,0,2060,7,0,3,1.0,3,1,1,0,0,0,8728d5413ffffff,8a28d5413127fff,1216.0194174757282,8828d54139fffff,139
16622,2021-08-30,6750000,2.0,47.5696662915146,-122.192303241761,2370,21700,1966,0,0,2370,10,0,4,1.0,3,1,1,1,0,700,8728d551affffff,8a28d551a8a7fff,2848.1012658227846,8828d551a9fffff,42
16623,2021-09-15,499206,5.0,47.5997634406101,-122.30497043987,720,4160,1958,0,0,720,6,0,4,1.0,2,1,0,0,0,0,8728d5421ffffff,8a28d5421817fff,693.3416666666667,8828d54219fffff,5
16624,2021-09-16,7540324,2.0,47.6244539637573,-122.219728271936,3150,16560,1963,0,1410,1740,11,11,3,1.0,4,1,1,1,0,0,8728d5431ffffff,8a28d54310a7fff,2393.7536507936506,8828d54311fffff,31
16625,2021-09-10,3625000,4.0,47.6860407062226,-122.21189509798,2640,7200,1961,0,1140,1500,8,7,3,1.0,5,1,2,0,360,310,8728d541cffffff,8a28d541c59ffff,1373.1060606060605,8828d541c5fffff,31
16626,2021-09-14,1075250,4.0,47.5925611483588,-122.301622823487,1050,8100,1900,0,0,1050,6,0,4,1.0,2,1,0,0,0,0,8728d5425ffffff,8a28d5425777fff,1024.047619047619,8828d54257fffff,5
16627,2021-09-20,4105000,3.0,47.6353341429828,-122.232576302185,1100,9375,1952,0,0,1100,8,0,4,1.0,3,1,0,0,0,240,8728d5406ffffff,8a28d540694ffff,3731.818181818182,8828d54069fffff,31
16628,2021-09-15,745000,3.0,47.717384565959,-122.317122783117,2290,7208,1948,1966,810,1480,8,6,3,1.0,3,2,1,0,670,0,8728d54e5ffffff,8a28d54e590ffff,325.32751091703057,8828d54e59fffff,9
16629,2021-09-09,999999,2.0,47.3927282717067,-122.027893922114,920,25670,1929,0,0,920,5,0,2,1.0,2,1,0,0,0,0,8728d435bffffff,8a28d435b367fff,1086.9554347826088,8828d435b3fffff,64
16630,2021-09-07,6550000,2.0,47.6331437219344,-122.212106800466,770,13500,1953,0,0,770,6,0,3,1.0,2,1,0,0,0,320,8728d5433ffffff,8a28d5433b5ffff,8506.493506493507,8828d5433bfffff,24
16631,2021-09-23,3000000,4.0,47.5749117827452,-122.225075353875,1940,17204,1952,0,0,1940,7,0,3,1.0,3,1,0,1,0,600,8728d551bffffff,8a28d551b90ffff,1546.3917525773195,8828d551b9fffff,31
16632,2021-09-21,755000,4.0,47.3945802194665,-122.306109874465,1810,10425,1963,0,870,940,7,7,3,1.0,3,1,1,0,0,0,8728d5c8dffffff,8a28d5c8d50ffff,417.1270718232044,8828d5c8d5fffff,79
16633,2021-09-21,4000000,3.0,47.5828848503946,-122.193997795881,2110,12150,1957,0,0,2110,9,0,3,1.0,3,1,0,1,0,220,8728d551affffff,8a28d551a74ffff,1895.7345971563982,8828d551a7fffff,31
16634,2021-08-31,4010000,5.0,47.5821083394408,-122.24113294386,1380,14600,1950,0,0,1380,7,0,4,1.0,2,1,0,0,0,0,8728d5519ffffff,8a28d551968ffff,2905.7971014492755,8828d55197fffff,139
16635,2021-09-23,1050000,2.0,47.6039959392735,-122.305433891589,1220,7680,1900,0,0,1220,6,0,4,1.0,3,1,0,0,0,0,8728d5421ffffff,8a28d542112ffff,860.655737704918,8828d54211fffff,9
16636,2021-09-21,625500,4.0,47.6903359726729,-122.342677618309,810,3800,1916,0,0,810,7,0,4,1.0,2,1,0,0,0,0,8728d5409ffffff,8a28d54098cffff,772.2222222222222,8828d54099fffff,9
16637,2021-09-21,715000,4.0,47.5758222918774,-122.309832927477,860,4362,1918,0,0,860,6,0,4,1.0,2,1,0,0,0,0,8728d550bffffff,8a28d550b2dffff,831.3953488372093,8828d550b3fffff,9
16638,2021-09-23,2000000,4.0,47.638618415751,-122.393592668164,1690,5000,1928,1956,240,1450,7,4,4,1.0,2,1,0,0,200,0,8728d555affffff,8a28d5474927fff,1183.4319526627219,8828d54749fffff,9
16639,2021-09-24,1860000,5.0,47.6572358966718,-122.32712276359,730,4000,1947,0,0,730,6,0,4,1.0,2,1,0,0,0,0,8728d542bffffff,8a28d542b467fff,2547.945205479452,8828d542b5fffff,9
16640,2021-09-16,4100000,5.0,47.6317091355346,-122.210731748343,2160,8100,1963,0,1080,1080,7,6,3,1.0,4,1,0,0,0,0,8728d5433ffffff,8a28d5433b77fff,1898.148148148148,8828d5433bfffff,24
16641,2021-09-07,4200000,3.0,47.6076095492433,-122.193253786992,1320,8550,1959,0,0,1320,7,0,4,1.0,3,1,0,1,0,290,8728d5430ffffff,8a28d54309b7fff,3181.818181818182,8828d54309fffff,31
16642,2021-09-27,1700000,3.0,47.6916297300972,-122.368961827429,940,6450,1914,0,0,650,6,0,4,1.5,2,1,0,0,0,0,8728d5472ffffff,8a28d5454907fff,1808.5106382978724,8828d54549fffff,9
16643,2021-09-17,635000,4.0,47.3021689684848,-122.372630456042,3700,8050,1978,0,1640,2060,8,7,3,1.0,5,1,2,1,330,180,8728d5c11ffffff,8a28d5c11867fff,171.6216216216216,8828d5c119fffff,79
16644,2021-09-17,6250000,5.0,47.6247911379396,-122.287182394994,2430,9256,1941,0,690,1740,8,5,3,1.0,3,1,1,1,0,0,8728d5423ffffff,8a28d542320ffff,2572.01646090535,8828d54233fffff,9
16645,2021-09-23,1970000,3.0,47.6797384330524,-122.39628469189,1450,7500,1911,0,0,1010,7,0,3,1.5,3,1,0,0,0,0,8728d5473ffffff,8a28d547390ffff,1358.6206896551723,8828d54739fffff,9
16646,2021-09-23,22750000,2.0,47.5927982817982,-122.209427343285,3800,32920,1976,0,0,1940,11,0,4,2.0,5,2,2,1,0,0,8728d5434ffffff,8a28d5434b47fff,5986.8421052631575,8828d5434bfffff,31
16647,2021-09-23,4450000,4.0,47.6638492688863,-122.203756349607,910,8925,1937,0,0,910,5,0,3,1.0,2,1,0,0,0,0,8728d5415ffffff,8a28d541528ffff,4890.10989010989,8828d54153fffff,139
16648,2021-09-28,1830000,4.0,47.6772727672666,-122.164304763405,1050,9204,1920,0,0,1050,6,0,3,1.0,2,1,0,0,0,0,8728d5410ffffff,8a28d54106a7fff,1742.857142857143,8828d54107fffff,139
16649,2021-09-22,4550000,2.0,47.7213795571109,-122.282102357305,2850,30969,1945,0,0,2850,7,0,4,1.0,5,1,1,1,0,0,8728d54e4ffffff,8a28d54e408ffff,1596.4912280701753,8828d54e41fffff,9
16650,2021-09-30,2075000,3.0,47.5167525681854,-122.20621763466,830,10200,1948,0,0,830,6,0,3,1.0,2,1,0,0,0,0,8728d5502ffffff,8a28d5502d17fff,2500.0,8828d5502dfffff,9
16651,2021-09-28,3480000,2.0,47.6137673570561,-122.154743380204,2430,27808,1977,0,0,1400,9,0,4,2.0,4,1,1,1,0,590,8728d5436ffffff,8a28d54364f7fff,1432.0987654320988,8828d54365fffff,139
16652,2021-09-27,4500000,3.0,47.6810264227219,-122.212374737149,2420,11000,1918,0,940,1480,6,5,5,1.0,2,1,0,0,0,0,8728d5411ffffff,8a28d5411267fff,1859.504132231405,8828d54113fffff,6
16653,2021-09-28,458000,3.0,47.5124450464076,-122.356554071151,1070,15000,1925,0,0,1070,5,0,3,1.0,2,1,0,0,0,0,8728d5576ffffff,8a28d557690ffff,428.0373831775701,8828d55769fffff,5
16654,2021-09-28,1873000,4.0,47.688610054614,-122.350362830341,1150,4692,1915,0,0,730,5,0,4,1.5,3,1,0,0,0,0,8728d5409ffffff,8a28d5409b2ffff,1628.695652173913,8828d5409bfffff,9
16655,2021-09-21,2920000,5.0,47.5986187508352,-122.200550005183,800,9620,1949,0,0,800,7,0,3,1.0,2,1,0,0,0,0,8728d5434ffffff,8a28d5434317fff,3650.0,8828d54343fffff,31
16656,2021-09-19,5812805,2.0,47.6366281281099,-122.213168443601,3430,32300,1968,0,0,1970,10,0,4,2.0,5,2,1,1,0,0,8728d5433ffffff,8a28d5406da7fff,1694.6953352769679,8828d5406dfffff,31
16657,2021-09-28,850000,3.0,47.6986866324861,-122.317951692864,1330,4930,1929,0,0,900,7,0,3,1.5,4,1,0,0,240,0,8728d540bffffff,8a28d540b95ffff,639.0977443609023,8828d540b9fffff,9
16658,2021-09-28,4820000,3.0,47.5292145351716,-122.225384380935,3300,38106,1962,0,0,1650,9,0,4,2.0,5,2,0,1,0,530,8728d5502ffffff,8a28d550222ffff,1460.6060606060605,8828d55023fffff,139
16659,2021-09-21,635000,2.0,47.4653437981552,-122.211612379034,1070,15330,1910,0,0,1070,5,0,3,1.0,3,1,0,0,0,0,8728d5535ffffff,8a28d553501ffff,593.4579439252336,8828d55351fffff,5
16660,2021-10-01,2350000,5.0,47.6407885270223,-122.357299689936,660,3600,1906,0,0,660,6,0,4,1.0,2,1,0,0,0,0,8728d5429ffffff,8a28d5429187fff,3560.6060606060605,8828d54291fffff,9
16661,2021-09-21,1900000,7.0,47.6402961416988,-122.359979580342,740,3600,1918,0,0,740,7,0,4,1.0,2,1,0,0,0,0,8728d5429ffffff,8a28d542911ffff,2567.5675675675675,8828d54291fffff,9
16662,2021-10-05,5588800,2.0,47.6476836661721,-122.214802017645,980,24424,1913,0,0,980,6,0,3,1.0,2,1,0,0,0,0,8728d5406ffffff,8a28d5406457fff,5702.857142857143,8828d54065fffff,31
16663,2021-10-01,3000000,3.0,47.5881015182018,-122.195546286473,1730,10956,1954,0,0,1730,7,0,4,1.0,4,1,1,0,0,380,8728d5434ffffff,8a28d5434837fff,1734.1040462427745,8828d54349fffff,31
16664,2021-10-01,1050000,4.0,47.7286263185393,-122.309008495515,710,10550,1949,0,0,710,6,0,2,1.0,2,1,0,0,0,0,8728d54e5ffffff,8a28d54e5087fff,1478.8732394366198,8828d54e51fffff,9
16665,2021-10-08,4495000,3.0,47.6432624970448,-122.415847763063,1910,10297,1954,0,630,1280,9,5,3,1.0,3,1,1,0,0,0,8728d555bffffff,8a28d555b747fff,2353.4031413612565,8828d555b7fffff,9
16666,2021-09-25,680000,3.0,47.6775064407503,-122.325000586209,1140,4500,1910,0,120,1020,6,5,5,1.0,2,1,0,0,0,0,8728d540dffffff,8a28d540d407fff,596.4912280701755,8828d540d5fffff,9
16667,2021-10-04,445000,2.0,47.3405556621575,-122.124152082013,920,10334,1969,0,0,920,7,0,3,1.0,3,1,0,0,0,480,8728d434dffffff,8a28d434d15ffff,483.69565217391306,8828d434d1fffff,12
16668,2021-10-07,1800000,3.0,47.6941081834453,-122.292492257646,1260,7909,1922,0,250,1010,6,6,3,1.0,3,1,0,0,0,0,8728d540affffff,8a28d540ab17fff,1428.5714285714287,8828d540abfffff,9
16669,2021-09-28,2600000,3.0,47.6807391132088,-122.171893512897,1560,13009,1984,0,0,1560,7,0,3,1.0,3,1,1,0,0,580,8728d5413ffffff,8a28d5413987fff,1666.6666666666667,8828d54139fffff,139
16670,2021-10-05,852000,3.0,47.7052149737678,-122.348206219128,260,2852,1923,0,0,260,3,0,2,1.0,0,0,0,1,0,0,8728d5456ffffff,8a28d545696ffff,3276.923076923077,8828d54545fffff,9
16671,2021-10-11,910000,4.0,47.587467011878,-122.309803005657,1030,5502,1913,0,0,1030,6,0,4,1.0,2,1,0,0,0,0,8728d5425ffffff,8a28d5425a9ffff,883.495145631068,8828d5425bfffff,5
16672,2021-10-12,1111000,4.0,47.6535186065932,-122.3398545042,1310,6600,1900,0,0,830,7,0,3,1.5,3,1,0,0,0,0,8728d542bffffff,8a28d542b14ffff,848.0916030534352,8828d542b1fffff,9
16673,2021-10-04,6200000,4.0,47.629401479392,-122.219908269279,1740,12180,1956,0,0,1740,7,0,4,1.0,3,1,1,0,0,590,8728d5431ffffff,8a28d543170ffff,3563.2183908045977,8828d54317fffff,31
16674,2021-10-04,3110000,6.0,47.5771203133198,-122.24354529164,2000,16653,1905,1951,480,1520,7,5,3,1.0,3,1,1,1,0,0,8728d5519ffffff,8a28d551970ffff,1555.0,8828d55197fffff,139
16675,2021-10-04,3098000,2.0,47.5679366996511,-122.141801174141,1210,13160,1954,0,0,1210,7,0,4,1.0,3,1,0,0,0,0,8728d55acffffff,8a28d55ac287fff,2560.3305785123966,8828d55ac3fffff,139
16676,2021-10-04,3650000,2.0,47.6329668689672,-122.201243998688,880,8120,1952,0,0,880,7,0,3,1.0,2,1,0,0,0,220,8728d5433ffffff,8a28d54338cffff,4147.727272727273,8828d54339fffff,22
16677,2021-09-24,4400000,8.0,47.6202423795369,-122.207428754904,1480,13905,1953,0,0,1480,8,0,3,1.0,3,2,0,0,0,520,8728d5430ffffff,8a28d5430347fff,2972.972972972973,8828d54303fffff,22
16678,2021-10-05,1885000,3.0,47.6441901146429,-122.404017890663,1100,8039,1939,0,240,860,7,6,3,1.0,2,1,0,0,0,0,8728d555bffffff,8a28d555b4dffff,1713.6363636363637,8828d5474bfffff,9
16679,2021-10-06,862012,6.0,47.5088308476589,-122.348261649867,1200,7620,1941,0,0,700,6,0,3,1.5,3,1,0,0,0,0,8728d5529ffffff,8a28d5529627fff,718.3433333333334,8828d55297fffff,5
16680,2021-10-13,525000,3.0,47.5262052227422,-122.318612914291,1220,6000,1964,0,0,1220,6,0,3,1.0,3,0,1,0,0,320,8728d550dffffff,8a28d550dd27fff,430.327868852459,8828d550ddfffff,5
16681,2021-10-06,8500000,4.0,47.6284702288045,-122.214771006856,2530,14400,1954,0,0,2530,8,0,4,1.0,2,1,1,1,0,0,8728d5431ffffff,8a28d543145ffff,3359.683794466403,8828d54315fffff,24
16682,2021-10-14,9170000,2.0,47.6268616333746,-122.221891564823,2490,23800,1957,0,0,2490,10,0,4,1.0,3,1,1,0,0,0,8728d5431ffffff,8a28d54310d7fff,3682.730923694779,8828d54311fffff,31
16683,2021-10-06,2500000,2.0,47.5791841414113,-122.116525012836,1540,100188,1926,0,0,1540,6,0,4,1.0,3,1,0,0,0,0,8728d55aeffffff,8a28d55ae217fff,1623.3766233766235,8828d55ae3fffff,139
16684,2021-10-16,1670000,3.0,47.6956001581828,-122.321136894011,680,6380,1926,0,0,680,6,0,3,1.0,2,1,0,0,0,0,8728d5409ffffff,8a28d54095b7fff,2455.8823529411766,8828d54095fffff,9
16685,2021-10-07,3600000,5.0,47.5863671930144,-122.193049845049,1560,9800,1955,0,0,1560,7,0,5,1.0,3,1,1,0,0,0,8728d551affffff,8a28d551a65ffff,2307.6923076923076,8828d551a7fffff,31
16686,2021-10-16,2150000,2.0,47.5309728158483,-122.386141824115,790,5618,1944,0,0,790,7,0,4,1.0,2,1,0,0,0,0,8728d5570ffffff,8a28d557006ffff,2721.518987341772,8828d55701fffff,5
16688,2021-10-07,1640000,3.0,47.5713477262851,-122.379996824219,1560,5000,1940,0,250,1310,7,5,4,1.0,4,1,0,0,220,0,8728d5555ffffff,8a28d5555087fff,1051.2820512820513,8828d55551fffff,9
16689,2021-10-07,1885000,2.0,47.6782964192271,-122.297074320586,910,5000,1925,0,0,910,7,0,3,1.0,2,1,0,0,180,0,8728d540effffff,8a28d540ea47fff,2071.4285714285716,8828d540ebfffff,9
16690,2021-10-18,2500000,2.0,47.6461945943779,-122.355242500397,860,4120,1923,0,0,860,7,0,4,1.5,2,1,0,0,200,0,8728d5429ffffff,8a28d542944ffff,2906.9767441860463,8828d54295fffff,9
16691,2021-09-30,1700000,5.0,47.6767023285397,-122.169868505672,1520,16830,1949,0,0,1520,7,0,4,1.0,3,1,0,0,0,0,8728d5410ffffff,8a28d541060ffff,1118.421052631579,8828d54107fffff,139
16692,2021-10-19,2750000,2.0,47.5691860040994,-122.225827629381,740,14164,1948,0,0,740,4,0,1,1.0,1,1,0,0,0,0,8728d5518ffffff,8a28d5518217fff,3716.2162162162163,8828d55183fffff,139
16694,2021-10-07,2485000,4.0,47.6556014594506,-122.278989510184,1250,4000,1936,0,0,1250,8,0,3,1.0,2,1,0,0,0,0,8728d5401ffffff,8a28d5401137fff,1988.0,8828d54011fffff,9
16695,2021-10-20,7185000,2.0,47.6925817234709,-122.269139223623,2340,16747,1952,0,840,1500,8,6,3,1.0,3,1,1,0,0,0,8728d541dffffff,8a28d540adb7fff,3070.5128205128203,8828d541dbfffff,100
16696,2021-10-13,2530000,3.0,47.6832532757703,-122.275889459584,1710,8217,1949,1980,0,1710,8,0,3,1.0,2,1,0,1,0,310,8728d540effffff,8a28d540e44ffff,1479.53216374269,8828d540e5fffff,139
16697,2021-10-20,2400000,2.0,47.6061386567566,-122.2843547812,790,3600,1912,0,0,790,7,0,3,1.0,2,1,0,0,0,0,8728d5420ffffff,8a28d54202e7fff,3037.974683544304,8828d54203fffff,9
16698,2021-10-22,860000,3.0,47.7629124541214,-122.318525399587,1570,8663,1955,0,390,1180,7,6,3,1.0,4,1,1,0,240,0,8728d54eeffffff,8a28d54ee8dffff,547.7707006369427,8828d54ee9fffff,9
16699,2021-10-22,2260000,4.0,47.6863522969157,-122.396095659153,1860,5264,1925,0,930,930,7,7,3,1.0,4,2,0,0,0,0,8728d5473ffffff,8a28d5473167fff,1215.0537634408602,8828d54731fffff,9
16700,2021-10-22,2975000,5.0,47.6827700060741,-122.198591346155,970,7200,1964,0,0,970,6,0,3,1.0,3,1,0,0,0,0,8728d5411ffffff,8a28d5411757fff,3067.0103092783506,8828d54117fffff,31
16701,2021-10-21,1100000,3.0,47.6194321949055,-122.296885958106,1000,9600,1909,0,0,1000,7,0,4,1.0,2,1,0,0,0,0,8728d542effffff,8a28d542ed07fff,1100.0,8828d542edfffff,9
16702,2021-10-11,1900000,4.0,47.69789632673,-122.175092290932,1010,9523,1960,0,0,1010,6,0,3,1.0,3,1,0,1,0,0,8728d5413ffffff,8a28d541364ffff,1881.1881188118812,8828d54ad9fffff,9
16703,2021-10-26,3150000,3.0,47.6827229285203,-122.265730348221,920,7575,1947,0,0,920,7,0,3,1.0,2,1,0,0,0,240,8728d540effffff,8a28d540e4b7fff,3423.913043478261,8828d540e5fffff,139
16704,2021-10-25,1850000,3.0,47.677473540262,-122.381793080587,1530,3886,1900,0,0,1010,6,0,3,1.5,3,1,0,0,0,0,8728d5470ffffff,8a28d5472b6ffff,1209.1503267973856,8828d54707fffff,9
16705,2021-10-18,644950,4.0,47.6607677476813,-122.334121235078,1600,4800,1910,0,240,740,7,5,4,1.5,3,1,0,0,0,0,8728d542bffffff,8a28d542b757fff,403.09375,8828d542b7fffff,9
16706,2021-10-12,2500000,4.0,47.6601107829583,-122.196745672063,1490,20056,1918,0,0,1040,6,0,5,2.0,3,2,0,0,0,0,8728d5415ffffff,8a28d54150d7fff,1677.8523489932886,8828d54151fffff,139
16707,2021-10-26,1600000,3.0,47.6981174236781,-122.179078898474,1430,66646,1954,0,0,960,7,0,3,1.5,4,1,0,0,0,420,8728d5413ffffff,8a28d54ad92ffff,1118.881118881119,8828d54ad9fffff,9
16709,2021-10-22,2600000,1.0,47.6664695893072,-122.201132543881,1640,7140,1942,1990,0,1200,6,0,3,2.0,3,2,0,0,0,360,8728d5411ffffff,8a28d5411917fff,1585.3658536585365,8828d54119fffff,31
16710,2021-10-14,800000,6.0,47.7160179102108,-122.292489382853,1330,6600,1958,0,120,1210,7,6,3,1.0,4,1,0,0,0,0,8728d54e4ffffff,8a28d54e4b87fff,601.5037593984962,8828d54e4bfffff,9
16711,2021-10-25,700000,5.0,47.6646585067939,-122.283821514315,1240,4572,1927,0,0,880,7,0,3,1.5,3,1,0,0,0,0,8728d5401ffffff,8a28d540139ffff,564.516129032258,8828d54013fffff,9
16712,2021-10-19,1590000,3.0,47.7007547067789,-122.320706030919,1070,8064,1942,0,170,900,7,6,4,1.0,2,1,0,0,260,0,8728d540bffffff,8a28d540bb37fff,1485.981308411215,8828d540bbfffff,9
16713,2021-10-21,765000,3.0,47.6987136842229,-122.36563769934,1660,6900,1926,0,270,960,7,6,4,1.5,3,1,0,1,0,0,8728d5454ffffff,8a28d5454107fff,460.8433734939759,8828d54541fffff,9
