sale_date,sale_price,sale_nbr,lat,lng,sqft,sqft_lot,year_built,year_reno,sqft_fbsmt,sqft_1,grade,fbsmt_grade,condition,stories,beds,bath_full,bath_3qtr,bath_half,garb_sqft,gara_sqft
2022-03-17,305000,3.0,47.28591386827291,-122.25489884067754,1060,16000,1954,0,0,1060,5,0,3,1.0,3,1,0,0,0,0
2022-03-18,360000,2.0,47.376097223332394,-122.3190666822748,1060,8063,1978,0,0,1060,6,0,5,1.0,3,1,0,1,0,290
2022-03-22,415000,2.0,47.37986013267335,-122.31961495379366,1040,6078,1969,0,0,1040,7,0,3,1.0,2,1,0,0,0,380
2022-03-22,846100,5.0,47.50632670960156,-122.17417502003325,1540,9147,1958,0,0,1540,7,0,5,1.0,3,1,1,0,0,430
2022-03-21,2100000,,47.58362845002775,-121.99227500183048,4210,35286,1988,0,0,2130,9,0,4,2.0,4,2,1,1,0,830
2022-03-20,1375000,2.0,47.767213133661656,-122.19646001615024,1760,9000,1959,0,0,1760,7,0,4,1.0,3,2,0,0,0,500
2022-03-19,1480000,2.0,47.66152166121917,-122.12969977095852,1510,6533,1979,0,0,1510,8,0,4,1.0,3,2,0,0,370,130
2022-03-23,796000,6.0,47.65552944977678,-121.9131946807772,1460,13816,1998,0,0,600,7,0,3,2.0,3,2,0,1,0,420
2022-03-21,1850000,2.0,47.67221953319468,-122.34781098427936,2740,4000,1911,0,860,1100,8,7,5,1.5,4,2,0,1,240,70
2022-03-24,965000,3.0,47.33829621382534,-122.07103215456672,2390,33521,1989,0,0,1290,8,0,4,2.0,4,2,0,1,0,780
2022-03-22,528169,3.0,47.36239520080454,-122.05496104428786,1330,13805,1950,0,0,1330,6,0,4,1.0,3,1,0,0,0,0
2022-03-09,970000,2.0,47.745473373305714,-122.32006804099294,1350,8184,1947,0,0,1350,7,0,5,1.0,3,1,1,0,0,240
2022-03-17,1962000,2.0,47.61276785046968,-122.16860428217016,3900,11250,1968,0,1270,2630,8,7,4,1.0,4,2,3,0,400,0
2022-03-24,525000,,47.49815303950557,-122.32278022785786,1100,9600,1953,0,0,1100,7,0,3,1.0,3,1,0,0,0,0
2022-03-23,2591000,,47.56027475364798,-122.041058522099,3840,9610,1990,0,600,1840,10,9,4,2.0,3,2,0,1,0,670
2022-03-17,1300000,3.0,47.587106103558824,-122.38205591483111,1720,5000,1958,0,680,1040,7,7,3,1.0,3,1,1,0,360,0
2022-03-23,760500,4.0,47.56125100696254,-122.28915425130756,2020,2980,1976,0,1010,1010,6,6,3,1.0,3,1,1,0,0,0
2022-03-23,1200000,3.0,47.483642498049626,-121.79427138479132,1990,63162,1993,0,0,1180,8,0,4,2.0,3,2,0,1,0,740
2022-03-15,1880000,4.0,47.63310171222434,-122.0452616376364,2510,11200,1984,0,0,1580,10,0,3,2.0,3,2,0,1,0,860
2022-03-01,2320000,2.0,47.575979025425,-122.18010738229437,3615,25000,1970,0,1185,1400,9,8,4,2.0,4,2,1,1,0,0
2022-03-18,1461000,2.0,47.683536800458185,-122.28554179383646,1540,6000,1951,0,450,1090,7,6,4,1.0,3,1,1,0,310,0
2022-03-16,800000,,47.5553408905675,-122.26836924818762,960,3400,1960,0,0,960,7,0,3,1.0,2,1,0,0,0,310
2022-03-17,1505000,3.0,47.59330968419875,-122.11752517560645,2680,8000,1969,0,1100,1580,8,7,3,1.0,5,1,2,0,420,0
2022-03-14,715000,2.0,47.4085964757624,-122.29693635579602,1890,8454,1977,0,600,1290,7,6,4,1.0,4,1,2,0,240,240
2022-03-21,950000,,47.716246036528645,-122.37122282108118,1780,11256,1953,0,0,1780,7,0,3,1.0,3,1,1,0,0,0
2022-03-16,1235000,3.0,47.60303767977504,-122.13315532212152,1310,8400,1956,0,0,1310,7,0,4,1.0,4,1,1,0,0,0
2022-03-16,435000,2.0,47.32432698548876,-122.20449436035464,930,6000,1969,0,0,930,7,0,4,1.0,2,1,0,0,0,290
2022-03-15,1822250,3.0,47.7741611109044,-122.20277710063787,3800,13995,1983,0,0,2210,9,0,3,2.0,3,2,1,1,0,960
2022-03-22,5100000,2.0,47.63999093999542,-122.21479154957257,4920,20945,1991,0,0,2700,12,0,3,2.0,5,2,3,0,0,1010
2022-03-21,1255000,,47.41035716581485,-122.4570951692688,2380,374314,1974,0,510,1870,8,7,3,1.0,3,2,0,1,700,0
2022-03-21,900000,2.0,47.552828009819194,-122.36394817659064,1130,4800,1916,0,0,1130,7,0,5,1.0,3,2,0,0,0,0
2022-03-22,607501,3.0,47.42017769258325,-122.32335914469876,1450,6773,1955,0,0,1450,6,0,4,1.0,2,1,1,0,0,0
2022-03-24,825000,4.0,47.47593062006724,-122.33816833351749,2390,12200,1960,0,1030,1360,7,6,4,1.0,4,1,0,1,0,0
2022-03-08,1550000,2.0,47.774630770514705,-122.0304150519973,2900,217800,1980,0,1000,1090,7,6,5,2.0,5,2,1,1,0,440
2022-03-17,1450000,2.0,47.58470043574391,-122.0746641839905,1840,9401,1971,0,0,1840,8,0,4,1.0,3,1,1,0,0,0
2022-03-15,485000,2.0,47.48402655827716,-122.34144450332975,1200,8100,1951,0,0,1200,7,0,3,1.0,2,1,0,0,0,240
2022-03-09,1800000,2.0,47.67541594122641,-122.27697352260238,2670,6600,1948,0,910,1760,9,7,3,1.0,2,2,1,0,500,0
2022-03-22,640000,,47.3192066134572,-122.27596733443634,2270,20867,1990,0,430,1070,8,7,4,2.0,4,2,0,1,0,500
2022-03-15,677000,5.0,47.54789273250653,-122.38415123611294,820,3101,1922,0,0,820,5,0,3,1.0,2,1,0,0,0,0
2022-03-23,837000,4.0,47.456944724204256,-122.16530010596254,2330,8045,1976,0,680,1650,7,7,4,1.0,4,2,0,1,280,200
2022-03-18,582000,3.0,47.500405818359816,-122.24220910664911,800,6050,1944,0,0,800,6,0,4,1.0,2,1,0,0,0,0
2022-03-24,1610000,2.0,47.62841980918882,-122.3068887815188,2290,4320,1921,0,670,1340,7,7,5,1.5,3,2,2,0,0,0
2022-03-15,1599999,2.0,47.66313781158359,-122.33170586880722,1520,5073,1910,0,0,840,7,0,3,1.5,3,1,1,0,0,0
2022-03-16,600000,3.0,47.26952732499902,-122.30838223743916,1500,7138,1992,0,0,1500,8,0,3,1.0,3,1,1,0,0,460
2022-03-07,600000,3.0,47.53392385423218,-122.35646825723126,2360,5750,1930,0,0,1780,6,0,3,2.0,5,2,1,1,0,580
2022-03-14,715000,4.0,47.52236344356003,-122.31727616037766,1310,7500,1900,0,0,990,7,0,4,1.5,2,1,0,0,0,0
2022-03-20,540000,4.0,47.26394094188731,-122.3014214732075,1170,7357,1984,0,0,1170,7,0,4,1.0,3,1,1,0,0,280
2022-03-04,830000,,47.3691069011963,-122.1285311526519,2510,8850,1993,0,0,1340,8,0,3,2.0,4,2,0,1,0,770
2022-03-17,900000,2.0,47.379854025294016,-122.02586313683337,2190,7000,1995,0,0,1190,8,0,3,2.0,4,2,1,0,0,740
2022-03-18,600000,2.0,47.764734306568016,-122.1937727229873,2670,12794,1989,0,1330,1340,7,7,5,1.0,4,2,1,0,0,480
2022-03-18,2570000,,47.64950886452951,-122.12315729401634,2760,12792,1994,0,0,1590,10,0,3,2.0,4,2,1,1,0,660
2022-03-23,2179000,3.0,47.63176555048081,-122.20285417498684,1600,8540,1952,0,0,1600,7,0,5,1.0,3,1,1,1,0,0
2022-03-15,705000,4.0,47.37750060588323,-122.30891609672842,2260,11250,1962,0,720,1540,7,7,4,1.0,4,1,1,0,260,0
2022-03-15,2104000,,47.69064246107392,-122.16638809461467,1890,7200,1989,0,0,1090,8,0,5,2.0,3,2,0,1,0,440
2022-03-23,600000,3.0,47.19494468746287,-122.01071011007238,1820,7800,1993,0,0,1080,7,0,4,2.0,4,2,0,1,0,480
2022-03-04,1850000,2.0,47.68377792829222,-122.3244106836893,3090,4590,1917,0,980,1100,7,7,5,2.0,4,3,1,0,0,0
2022-03-17,1150000,3.0,47.58207484421886,-122.29334252014183,1660,5000,1921,0,550,1110,7,6,4,1.0,3,1,0,0,0,0
2022-03-14,2300000,3.0,47.51013214629035,-122.02744687826178,2540,49645,1970,0,0,2540,9,0,4,1.0,4,1,2,0,0,0
2022-03-14,750000,2.0,47.35952353144061,-122.08925808361964,2200,7150,1990,0,0,1090,7,0,3,2.0,4,1,1,1,0,460
2022-03-10,869000,2.0,47.683770263846064,-122.32377147725067,1030,6630,1926,0,0,770,7,0,3,1.5,3,1,0,0,180,20
2022-03-14,700000,,47.69920331485942,-122.38054977242858,1300,5000,1949,0,0,1300,7,0,3,1.0,3,1,0,0,0,0
2022-03-24,550000,5.0,47.30988239029393,-122.36438033355913,1300,11100,1968,0,0,1300,7,0,3,1.0,3,1,0,1,0,300
2022-03-16,1875000,,47.68021027611199,-122.38462839137875,2500,5100,1915,0,0,1570,7,0,5,1.5,3,1,2,1,0,0
2022-03-17,940000,,47.34106084456665,-122.19892306000614,2770,34300,1983,0,640,2130,9,8,4,1.0,3,2,0,1,310,340
2022-03-24,3500000,4.0,47.64164286535861,-122.18111072397552,3880,43560,1981,0,0,1770,10,0,5,2.5,4,3,0,1,0,0
2022-03-21,2800000,,47.592705380843974,-122.20694021202262,2970,14542,1959,0,460,1590,8,7,3,2.0,4,2,1,0,0,0
2022-03-25,1125000,2.0,47.72685013196733,-121.9608179228093,2280,14001,1993,0,0,1290,8,0,3,2.0,3,2,0,1,0,888
2022-03-18,920000,3.0,47.43642785072823,-122.1646681316069,2040,11455,1981,0,860,1180,8,8,4,1.0,4,1,2,0,240,220
2022-03-24,1115000,2.0,47.76495577508307,-122.20036981140971,1730,8416,1967,0,720,1010,7,4,3,1.0,4,1,0,0,290,0
2022-03-21,415000,,47.5073134342488,-122.27469969063245,810,5400,1953,0,240,570,6,6,3,1.0,2,1,0,0,280,0
2022-03-21,780000,4.0,47.509097441608304,-122.19330018014308,1110,7279,1981,0,0,1110,7,0,4,1.0,3,1,1,0,0,480
2022-03-21,2680000,4.0,47.58395818765882,-122.11200717658048,3880,13088,1991,0,0,1980,10,0,3,2.0,4,1,1,2,0,920
2022-03-16,2000000,4.0,47.64097483433208,-122.40677032494928,3220,5350,1948,0,1610,1610,8,7,3,1.0,4,2,1,1,0,0
2022-02-10,740000,4.0,47.264047274452345,-122.21817155272328,2170,10143,1985,0,0,1100,8,0,3,2.0,4,1,1,1,0,550
2022-03-03,740000,5.0,47.264047274452345,-122.21817155272328,2170,10143,1985,0,0,1100,8,0,3,2.0,4,1,1,1,0,550
2022-03-17,2550000,,47.575849043051306,-122.23738441884386,3120,9600,1958,0,1380,1740,8,7,5,1.0,3,1,2,0,0,0
2022-03-17,780000,3.0,47.71510582593007,-122.20316918516475,1160,1435,1986,0,0,580,7,0,4,2.0,2,2,0,1,0,0
2022-03-16,670000,2.0,47.36632909091569,-122.1791625135666,1640,6871,1990,0,510,1130,7,7,3,1.0,3,1,1,1,530,150
2022-03-21,840000,4.0,47.35162976481773,-122.057407157643,2000,9202,1992,0,0,1040,7,0,4,2.0,3,1,2,0,0,650
2022-03-21,810000,3.0,47.68673631205836,-122.34941938679768,1800,6000,1905,0,900,900,7,7,4,1.0,3,2,0,0,0,240
2022-03-25,752000,4.0,47.651089119060664,-121.90261102319414,1050,9900,1986,0,0,1050,6,0,5,1.0,3,1,1,0,0,290
2022-03-25,670000,2.0,47.73442504192315,-122.33896249023528,1150,9141,1952,0,0,1150,7,0,5,1.0,3,2,0,0,0,0
2022-03-23,2500000,3.0,47.43978250373518,-122.35335084805592,3400,11690,1929,0,730,1640,10,9,4,1.5,4,2,1,1,0,320
2022-03-10,1765000,2.0,47.63904482909658,-122.09851255528626,3280,9184,1975,0,1610,1670,8,7,4,1.0,4,1,2,0,0,480
2022-03-24,1900000,2.0,47.62951960170225,-122.34856141909736,2500,2800,1925,0,700,900,8,7,4,2.0,4,2,0,1,200,0
2022-03-11,1525000,2.0,47.74538817052165,-122.24703061083665,2210,11822,1983,0,0,1920,8,0,5,2.0,3,1,1,0,0,590
2022-03-23,450000,3.0,47.30865905804961,-122.36390047705368,960,8937,1962,0,0,960,6,0,4,1.0,3,1,0,0,0,170
2022-03-18,890000,4.0,47.30504402538659,-122.348304724942,2560,8618,1989,0,0,1150,8,0,4,2.0,4,2,0,1,0,640
2022-03-15,1440668,4.0,47.55486709385306,-122.27900043779344,1660,8400,1961,0,590,1070,7,7,5,1.0,3,2,1,0,480,0
2022-03-25,735000,2.0,47.259649441918846,-122.213516634984,2450,8045,1993,0,0,1090,8,0,4,2.0,4,2,0,1,0,850
2022-03-25,590000,4.0,47.73199235019579,-122.34378268502292,840,3289,1951,0,0,840,7,0,4,1.0,2,1,0,0,0,0
2022-03-23,485000,2.0,47.20179974910401,-122.00712804881812,1370,8436,1992,0,0,1370,7,0,3,1.0,3,1,1,0,0,380
2022-03-25,2200000,3.0,47.643890207912406,-122.11387520771336,3260,6878,1988,0,1120,1150,9,8,4,2.0,4,2,1,1,0,510
2022-03-22,560000,,47.52200045688866,-122.3509329769136,1510,6466,1956,0,0,1200,6,0,3,1.5,3,1,0,0,0,310
2022-03-15,2615000,2.0,47.66143119444624,-122.1523808416248,2380,7109,1984,0,0,1070,9,0,5,2.0,4,1,1,1,0,550
2022-03-22,795000,6.0,47.743629493236114,-122.31875828882526,810,8184,1948,0,0,810,6,0,5,1.0,2,1,0,0,0,0
2022-03-23,710000,5.0,47.37351759488706,-122.2876541188532,2130,8540,1967,0,800,1330,7,7,4,1.0,5,1,1,1,530,0
2022-03-18,363000,2.0,47.28234340594321,-122.27338329631488,1880,11000,1950,0,700,1180,6,5,5,1.5,2,1,1,0,0,500
2022-03-25,800000,,47.396094731187816,-122.18582910982576,2440,9467,1990,0,0,1330,8,0,4,2.0,4,2,0,1,0,680
2022-03-25,640000,2.0,47.30597690925976,-122.34011125599886,2680,12093,1988,0,0,1390,10,0,4,2.0,3,2,0,1,0,780
2022-03-02,549950,,47.38112659819288,-122.28822308592396,1620,7700,1961,0,0,1620,7,0,5,1.0,3,1,0,1,520,0
2022-03-24,645000,4.0,47.43574328419283,-122.19809187167404,1310,9944,1961,0,0,1310,7,0,4,1.0,3,1,1,0,0,460
2022-03-11,1050000,3.0,47.68300711742787,-122.37288387359146,1220,3900,1924,0,210,1010,7,5,3,1.0,3,1,0,0,190,50
2022-03-28,1895000,2.0,47.61306644491997,-122.05240670086984,2730,44431,1978,0,0,1430,9,0,4,2.0,4,2,0,1,0,770
2022-03-24,1370000,2.0,47.770057054183475,-122.25074535542451,2460,16753,1971,0,1210,1250,9,8,3,1.0,4,1,2,0,0,0
2022-03-23,1580000,2.0,47.69083270778778,-122.38300651227829,3000,8390,1955,0,1500,1500,8,7,4,1.0,5,1,1,0,0,0
2022-03-03,1000000,,47.690157945558774,-122.31970970675698,2490,6120,1922,0,1170,1320,7,7,3,1.0,4,2,0,0,180,0
2022-03-22,460000,4.0,47.37392457147231,-122.29470823637526,1070,10050,1959,0,0,930,7,0,3,1.5,3,1,0,0,0,310
2022-03-29,770000,3.0,47.44760767129352,-122.1437139245779,2420,10952,1967,0,570,1850,8,8,4,1.0,4,2,0,1,420,160
2022-03-21,620000,2.0,47.62209307507139,-122.29689080604729,630,2680,1948,0,0,630,5,0,3,1.0,1,1,0,0,0,0
2022-03-22,1942500,2.0,47.5372234994088,-122.05207473148594,2690,8280,1993,0,0,1470,9,0,3,2.0,3,1,1,1,0,740
2022-03-24,1560000,3.0,47.69456077815944,-122.12678549165224,2260,7350,1978,0,970,1290,7,7,4,1.0,4,2,1,0,280,180
2022-03-25,1765000,3.0,47.65212640293638,-122.41092265528022,2060,5293,1941,0,900,1160,8,7,4,1.0,3,1,1,0,180,0
2022-03-18,1325000,2.0,47.73163417587203,-122.18618216178602,2850,7875,1972,0,1050,1800,7,7,4,1.0,5,1,2,0,440,0
2022-03-22,955000,2.0,47.68461358420658,-122.30273348685776,1340,5760,1954,0,0,1340,7,0,4,1.0,2,1,0,0,0,0
2022-03-22,730000,,47.49800210638213,-122.22484898390358,1590,3000,1998,0,0,660,7,0,3,2.0,4,2,1,0,0,410
2022-03-22,533000,2.0,47.20433842354139,-122.00188936035116,1420,10103,1984,0,0,1420,7,0,4,1.0,3,1,1,0,0,580
2022-03-12,650000,3.0,47.490297921750006,-122.17841486555103,1030,7590,1957,0,0,1030,7,0,4,1.0,3,1,0,0,0,480
2022-03-17,650000,3.0,47.723264083543384,-122.29052879538196,1190,4750,1929,0,300,890,6,6,4,1.0,3,0,1,0,180,0
2022-03-22,1008000,5.0,47.77078940863278,-122.3354396502686,1620,7410,1955,0,0,1620,7,0,5,1.0,4,2,0,1,0,0
2022-03-25,590000,3.0,47.614317352303104,-122.29531318024144,1220,2460,1929,0,0,860,7,0,3,1.5,3,1,0,0,0,0
2022-03-16,1521000,4.0,47.56501239246404,-122.28144254756435,2440,3000,1998,0,900,740,7,7,4,2.0,3,2,0,1,0,260
2022-03-22,740000,3.0,47.451008208288386,-122.16610109495014,1960,10571,1967,0,740,1220,7,7,4,1.0,3,1,1,0,480,0
2022-03-24,2000000,5.0,47.627383908276514,-122.09321662591992,2110,7350,1966,0,0,1630,8,0,5,2.0,4,2,1,0,0,530
2022-03-25,410000,5.0,47.306544128094714,-122.22022102328542,930,5750,1911,0,0,930,6,0,5,1.0,2,1,0,0,0,0
2022-03-17,1050000,4.0,47.67670997133103,-122.36632481888616,1510,2600,1927,0,660,850,7,6,4,1.0,3,1,1,0,180,0
2022-03-16,615000,7.0,47.48070314354154,-122.34387056657732,790,7145,1944,0,0,790,6,0,4,1.0,2,1,0,0,0,0
2022-03-21,900000,5.0,47.55061844068121,-122.27347672826122,1420,5150,1903,0,0,1020,6,0,5,1.5,3,1,1,0,230,0
2022-03-25,875000,,47.63863124113661,-122.38868309304968,930,4000,1944,0,120,810,7,6,5,1.0,3,1,0,1,200,0
2022-03-18,1145000,3.0,47.68479432104627,-122.3926824322764,1780,4488,1940,0,690,1090,7,7,3,1.0,3,1,0,0,200,0
2022-03-24,1260000,3.0,47.637981533187016,-122.39929576648474,2260,5063,1946,0,900,1360,8,6,4,1.0,3,1,0,1,320,0
2022-03-23,669200,3.0,47.41206281578251,-122.19378619377665,1880,9516,1962,0,0,1880,7,0,3,1.0,3,1,0,1,720,0
2022-03-24,250000,1.0,47.442416431521096,-121.76460917037168,1280,9600,1979,0,0,1280,7,0,5,1.0,3,1,1,0,0,400
2022-03-15,1265000,,47.73575513890198,-122.31642376326302,3040,10893,1997,0,0,1410,8,0,3,2.0,5,3,0,0,0,720
2022-03-24,725000,3.0,47.50331256753013,-122.36292549549688,1990,7349,1961,0,980,1010,7,6,4,1.0,4,1,1,0,0,0
2022-03-14,1550000,4.0,47.74009429206232,-122.22711238139148,2220,8503,1993,0,0,1210,8,0,4,2.0,4,2,0,1,0,530
2022-03-15,900000,,47.77748980584849,-122.35089848003368,1900,14450,1959,0,650,1250,8,7,3,1.0,3,1,1,0,600,0
2022-03-25,1114000,3.0,47.641349887142134,-122.34533785136648,1340,5750,1928,0,200,1140,7,5,3,1.0,4,1,0,1,0,0
2022-03-16,860000,,47.735726296781856,-122.29696218235073,1870,8221,1962,0,650,1220,7,7,3,1.0,3,1,2,0,520,0
2022-03-18,1525000,,47.69266402859255,-122.11744200723967,1960,8424,1976,0,680,1280,8,7,4,1.0,3,1,1,1,160,380
2022-03-24,329000,1.0,47.495464076636445,-122.249746340836,750,8890,1962,0,0,750,6,0,5,1.0,3,2,0,0,0,0
2022-03-21,1965000,,47.58348120165182,-122.11682125591456,2480,10800,1963,0,0,2480,8,0,5,1.0,4,2,1,0,0,480
2022-03-21,608000,3.0,47.45424445101175,-122.27902621965616,1160,13500,1941,0,0,730,6,0,3,1.5,3,2,0,0,0,0
2022-03-14,1163250,3.0,47.68304631666212,-122.17576887531152,1110,7520,1960,0,0,1110,7,0,4,1.0,3,1,0,0,0,0
2022-03-14,565432,3.0,47.36221205273848,-122.07632769351648,2130,7882,1986,0,0,890,7,0,4,2.0,4,2,0,1,0,460
2022-03-21,650000,2.0,47.3726987792003,-122.22009307691974,1190,8732,1957,0,0,1190,7,0,4,1.0,3,1,1,0,0,260
2022-03-15,500000,2.0,47.498549833412774,-122.36544543811358,1120,7765,1942,0,360,760,6,6,4,1.0,2,1,0,0,0,0
2022-03-23,847000,,47.765487256577586,-122.21705158784576,1200,11831,1958,0,0,1200,7,0,3,1.0,3,1,0,1,0,350
2022-03-28,520000,4.0,47.37350590324129,-122.3091371682456,940,10058,1968,0,0,940,7,0,4,1.0,3,1,0,0,0,290
2022-03-10,676000,6.0,47.30935026934592,-122.34087740674649,3180,7464,1980,0,1570,1610,8,7,4,1.0,4,2,0,1,0,400
2022-03-25,835000,2.0,47.41844456072038,-122.2138483487252,2060,10414,1990,0,0,1140,8,0,3,2.0,3,2,1,0,0,770
2022-03-25,1210000,2.0,47.77471164532294,-122.29252505673163,2180,14972,1962,0,1090,1090,7,7,5,1.0,4,1,1,0,0,260
2022-03-22,1113000,,47.387752561632674,-122.1432889001498,1780,206905,1996,0,0,1780,8,0,3,1.0,3,2,0,0,0,780
2022-03-23,575000,3.0,47.331225845379834,-122.31690022659836,1700,14245,1954,0,0,1700,7,0,5,1.0,3,1,0,1,0,290
2022-03-28,1145000,3.0,47.67200338519352,-122.29648529729984,1600,3753,1926,0,630,970,7,6,5,1.0,3,1,0,0,0,0
2022-03-29,970000,2.0,47.300895026191434,-122.3406885236876,3670,10530,1990,0,0,1860,10,0,3,2.0,4,2,0,1,0,690
2022-03-17,1250000,4.0,47.54833975055898,-122.04486263426035,1800,20300,1960,0,0,1800,6,0,5,1.0,2,1,1,0,0,280
2022-03-23,645000,2.0,47.50907802757403,-122.1890580833868,1250,7223,1961,0,0,1250,7,0,4,1.0,3,1,0,1,0,310
2022-03-17,1325000,3.0,47.66870763301769,-122.19190111675246,1460,9868,1981,0,400,1060,7,7,5,1.0,3,1,1,0,400,0
2022-03-26,655000,5.0,47.455973428982325,-122.278339757099,2650,23050,1949,0,900,1750,7,6,4,1.0,3,1,1,1,0,0
2022-03-21,670000,2.0,47.48953958508134,-122.3524062503456,2100,7500,1954,0,400,1700,7,6,4,1.0,2,2,0,0,0,0
2022-03-26,580000,2.0,47.44765898399,-122.15466989662976,2080,10684,1967,0,680,1400,7,7,5,1.0,4,2,0,1,570,0
2022-03-18,1180000,2.0,47.46787141267471,-121.99561091671856,1560,40494,1966,0,0,1560,8,0,4,1.0,3,1,1,0,0,460
2022-03-11,1415000,2.0,47.5331129349268,-122.38923752998836,2410,9250,1926,0,900,1120,7,6,4,1.5,3,1,2,0,0,0
2022-03-25,1600000,2.0,47.557449537208946,-122.27727283415696,1940,5127,1961,0,670,1270,8,7,5,1.0,4,1,2,0,550,0
2022-03-15,655000,,47.317460825661286,-122.17018163802103,1790,6067,1994,0,0,970,7,0,4,2.0,4,2,0,1,0,440
2022-03-23,2850000,3.0,47.56231629288136,-122.16294872851354,3360,8400,1968,0,1680,1680,8,7,5,1.0,5,2,1,0,0,460
2022-03-23,915000,3.0,47.533594963408454,-122.3520056466712,2080,5000,1971,0,1040,1040,7,7,4,1.0,5,2,0,1,0,360
2022-03-25,888000,,47.53107342539092,-122.36891405786906,1580,7500,1954,0,0,1280,6,0,5,1.5,3,2,0,0,0,0
2022-03-18,1625000,2.0,47.64050794240707,-122.3075117127674,1260,6000,1965,0,630,630,9,9,3,1.0,2,1,1,0,0,220
2022-03-28,1375000,2.0,47.55733512600664,-121.89079605722836,2220,48265,1984,0,780,1440,8,7,4,1.0,3,2,1,0,500,0
2022-03-22,840000,,47.457888690559464,-122.16194071873063,1810,8717,1969,0,0,1810,7,0,4,1.0,4,1,2,0,0,610
2022-03-18,1265000,,47.676015685814846,-122.28030252784232,1780,4620,1949,0,600,1180,7,6,3,1.0,3,1,1,0,310,0
2022-03-17,925000,2.0,47.71324797946725,-122.30483471948467,1560,8040,1941,0,500,1060,7,6,4,1.0,3,1,1,0,0,240
2022-03-25,900000,4.0,47.448491380492335,-122.12383286321496,1920,9138,1985,0,0,1130,8,0,4,2.0,3,2,0,1,80,360
2022-03-22,583000,2.0,47.4421854346905,-122.13687371313598,1630,7733,1980,0,530,1100,7,7,5,1.0,3,1,1,1,480,60
2022-03-17,1200000,3.0,47.70593479608482,-122.29961900474127,1750,6053,1955,0,0,1750,7,0,4,1.0,3,1,1,0,0,0
2022-03-14,1320000,3.0,47.571246929028696,-122.00192530716124,2220,5812,1991,0,0,1140,8,0,4,2.0,4,2,0,1,0,510
2022-03-21,865000,2.0,47.440291523312986,-122.13715155002431,1600,7674,1984,0,0,830,8,0,4,2.0,3,2,0,1,0,440
2022-03-07,645000,3.0,47.32737087028931,-122.28236602167476,2636,9600,1969,0,990,1646,7,7,4,1.0,3,1,1,1,418,0
2022-03-16,650000,2.0,47.742070132772895,-122.32470052619752,1010,7200,1947,0,0,810,6,0,3,1.5,4,1,0,0,0,0
2022-03-18,550000,,47.37672478092612,-122.1818879209827,1476,7464,1984,0,0,1476,6,0,4,1.0,2,1,0,0,0,490
2022-03-29,760500,2.0,47.48404540084502,-122.29146286805867,2080,7669,1972,0,600,1170,7,6,4,2.0,4,1,1,1,0,470
2022-03-28,2700000,3.0,47.587556809618846,-122.17216686321156,2880,10424,1964,0,1360,1520,9,8,5,1.0,4,2,0,1,0,440
2022-03-25,525000,4.0,47.30845646801368,-122.37037037536848,1470,8395,1966,0,500,970,7,6,4,1.0,3,1,0,1,460,0
2022-02-16,620000,2.0,47.3676915204398,-122.18992240688976,1140,33540,1942,0,0,840,6,0,4,1.5,4,1,0,0,0,0
2022-03-24,225000,1.0,47.531421893407696,-122.35871328240792,1870,5160,1942,0,0,1090,6,0,1,2.0,4,2,0,0,0,0
2022-03-25,1112000,,47.65700587317792,-122.32527333065194,2180,4000,1903,0,820,780,7,6,3,1.5,3,1,0,1,0,0
2022-03-22,100000,,47.46976071874142,-122.36167091822146,960,8120,1938,0,0,960,6,0,2,1.0,2,1,0,0,380,0
2022-03-28,830000,4.0,47.415903879683086,-122.0242698073125,2040,52707,1967,0,0,2040,7,0,4,1.0,4,2,0,0,0,0
2022-03-29,1827000,,47.67493693270369,-122.27242847983732,1820,8060,1949,0,760,1060,8,7,3,1.0,3,1,1,0,0,0
2022-03-21,552000,3.0,47.52039663844998,-122.2845213185878,920,8000,1941,0,0,920,6,0,3,1.0,3,1,0,0,0,0
2022-03-17,1350000,3.0,47.703088715431065,-122.27802888610854,1930,7200,1951,0,370,1560,7,7,5,1.0,3,2,0,0,300,0
2022-03-24,1077000,3.0,47.701344026732365,-122.36045552332406,1560,3311,1920,0,720,840,6,5,5,1.0,3,1,1,0,0,0
2022-03-24,1694000,2.0,47.57081059396414,-122.00861381130836,1990,5413,1996,0,0,1150,8,0,4,2.0,3,2,0,1,0,510
2022-03-29,851000,3.0,47.529196410943094,-122.26551998474535,1180,5170,1916,0,0,1180,6,0,5,1.0,3,2,0,0,0,0
2022-03-24,655000,6.0,47.44232240909624,-122.13605932842228,1210,8159,1980,0,0,1210,7,0,3,1.0,3,1,0,1,0,440
2022-03-24,1825000,3.0,47.53047396192576,-122.15017820064422,2720,8155,1990,0,0,1560,9,0,3,2.0,4,2,0,1,0,480
2022-03-18,1500000,,47.65642196011806,-122.33291404286123,2470,4000,1916,0,1100,990,7,7,5,1.5,4,3,0,0,0,0
2022-03-17,1250000,3.0,47.72701213025839,-122.1759821613334,1610,11305,1968,0,0,1610,7,0,5,1.0,4,2,0,0,0,480
2022-03-25,1110000,2.0,47.542126190819424,-122.17949909142324,2380,7925,1967,0,860,1520,8,8,4,1.0,4,1,2,0,620,0
2022-03-17,847700,5.0,47.54341122939018,-122.38353027934474,900,5900,1926,0,140,760,7,6,3,1.0,2,1,0,1,0,0
