sale_date,sale_price,sale_nbr,lat,lng,sqft,sqft_lot,year_built,year_reno,sqft_fbsmt,sqft_1,grade,fbsmt_grade,condition,stories,beds,bath_full,bath_3qtr,bath_half,garb_sqft,gara_sqft
2021-11-24,1850000,3.0,47.55618900228165,-122.22031213586249,3040,9601,1968,0,1070,1970,9,8,5,1.0,5,1,2,1,0,480
2021-11-23,485000,5.0,47.38496393559039,-122.30224687134688,1030,6000,1989,0,0,1030,7,0,3,1.0,3,2,0,0,0,460
2021-11-19,750000,1.0,47.69486972765196,-122.39321086506428,1470,5229,1948,0,350,1120,7,7,4,1.0,4,2,0,0,0,0
2021-11-11,820000,,47.738764822361325,-122.1810973485306,3060,7797,1969,0,1260,1800,7,7,4,1.0,4,1,2,0,440,0
2021-11-23,1170000,2.0,47.722413385057095,-122.36135456878286,2870,8187,1986,0,0,1760,8,0,4,2.0,5,4,0,0,0,380
2021-11-24,933000,,47.455589098149176,-122.34554018920949,2460,8021,1965,0,1190,1270,7,7,5,1.0,5,2,1,0,0,400
2021-11-16,1150000,,47.66988773057682,-122.14842407620102,1550,12327,1969,0,0,1550,7,0,4,1.0,4,1,0,0,0,400
2021-11-19,1005000,,47.72756090548605,-122.21420373856202,1580,11625,1977,0,0,1580,8,0,3,1.0,4,1,1,0,0,480
2021-11-18,620000,6.0,47.28073195877868,-122.26171150668004,2800,80586,1966,0,1400,1400,7,7,5,1.0,3,1,2,0,0,560
2021-11-12,1000000,2.0,47.46893277203019,-122.12538834297386,2250,18463,1989,0,0,2250,9,0,3,1.0,3,2,0,1,0,730
2021-11-22,1720000,2.0,47.69370601840339,-122.09976065995548,2600,7620,1982,0,0,1340,8,0,4,2.0,5,3,0,1,0,400
2021-11-22,993000,,47.71091292674869,-122.2829570803593,1290,7680,1949,0,0,1290,7,0,5,1.0,3,2,0,0,0,260
2021-11-08,2400000,2.0,47.65829426402826,-122.1744044257028,3040,26000,1993,0,0,1610,10,0,5,2.0,3,2,2,0,0,720
2021-11-22,445000,2.0,47.43019973456639,-122.32925720764509,970,9353,1960,0,0,970,7,0,3,1.0,3,1,0,0,0,260
2021-11-21,635000,4.0,47.323401081532495,-122.34322984014293,2520,10454,1958,0,890,1630,8,7,4,1.0,4,2,1,0,0,0
2021-11-23,1460000,4.0,47.5279520583296,-122.17126542801226,2410,7916,1990,0,0,1330,9,0,5,2.0,3,1,1,1,0,570
2021-11-24,1455000,,47.55690502113769,-122.17724561516204,1830,7356,1972,0,630,1200,8,7,5,1.0,4,1,2,0,570,0
2021-11-24,1249000,,47.57401337789744,-122.28534708046,2440,4000,1913,0,460,960,8,7,3,2.0,3,2,0,0,0,0
2021-11-22,900000,5.0,47.53824840772523,-122.17617711366672,1440,7700,1967,0,0,1440,7,0,4,1.0,3,1,1,0,0,480
2021-11-26,650000,2.0,47.74991484047528,-122.33815639007192,1160,8950,1968,0,0,1160,7,0,3,1.0,3,1,0,0,0,0
2021-11-23,675000,3.0,47.34940985761786,-122.03217578570786,1650,6123,1994,0,0,970,7,0,3,2.0,3,2,0,1,0,620
2021-11-22,1251000,2.0,47.544355821234454,-122.17701054711874,2160,8119,1966,0,1080,1080,8,7,5,1.0,4,2,1,1,0,460
2021-11-18,620000,5.0,47.404039732643426,-122.1750971660892,2350,8929,1987,0,1000,1350,7,7,3,1.0,4,1,2,0,0,450
2021-11-23,1025000,4.0,47.67924504039038,-122.36016591953934,1110,4000,1923,0,0,770,7,0,4,1.5,2,1,0,1,0,0
2021-11-22,655088,4.0,47.73530234503527,-122.17849713627636,1720,1978,1973,0,0,820,7,0,3,2.0,4,1,1,1,0,0
2021-11-12,385000,4.0,47.28121303810485,-122.35252243489188,1220,9085,1963,0,0,1220,7,0,3,1.0,3,1,0,0,0,0
2021-11-23,606000,2.0,47.53245467697597,-122.3587089499838,900,5160,1956,0,0,900,7,0,4,1.0,3,1,0,0,0,0
2021-11-19,473000,3.0,47.32407513287553,-122.20791856157544,1340,7368,1969,0,0,1340,7,0,4,1.0,3,1,0,1,0,480
2021-11-29,640000,,47.48546594712927,-122.20008041997264,2140,8240,1940,0,0,1520,7,0,3,1.5,3,1,0,1,0,340
2021-11-23,1600000,,47.71746072021027,-122.36267916558457,2500,9792,1984,0,830,1170,9,8,3,2.0,4,2,0,1,340,390
2021-11-29,620000,,47.501601821756815,-122.1404756918154,970,10395,1967,0,0,970,7,0,4,1.0,3,1,0,0,0,400
2021-11-09,850000,5.0,47.69894016430384,-122.34707255398722,1850,6000,1919,0,820,1030,6,6,5,1.0,2,1,1,0,300,0
2021-11-29,763000,3.0,47.45363323865079,-122.35571168570982,1943,9900,1954,0,0,1358,7,0,5,1.5,4,1,1,1,0,0
2021-11-17,708000,2.0,47.74664560019616,-122.24009907860994,1640,64904,1937,0,0,1640,6,0,4,1.0,4,1,0,1,0,0
2021-11-09,530000,,47.35395615232605,-122.316357297964,1220,7420,1975,0,0,1220,7,0,4,1.0,3,1,0,1,0,440
2021-11-17,635000,2.0,47.32396864129918,-122.28797054665084,2090,29170,1994,0,0,1670,8,0,3,2.0,2,2,0,0,0,530
2021-11-15,300000,3.0,47.318149614450945,-122.32273939702988,1030,10496,1960,0,0,1030,7,0,4,1.0,3,1,0,0,0,500
2021-11-24,530000,4.0,47.45663879593212,-122.18016620719426,1130,9045,1959,0,0,1130,6,0,5,1.0,3,2,0,0,0,0
2021-11-17,1308000,2.0,47.60452772111883,-122.11947238000668,1610,8000,1957,0,600,1010,7,6,4,1.0,4,1,1,0,0,290
2021-11-12,1400000,3.0,47.65521809950007,-122.04606614153036,2550,33800,1980,0,1080,1470,8,8,4,1.0,5,1,2,0,220,380
2021-11-24,780000,,47.490037386511005,-122.25319029461508,1680,56628,1953,0,710,970,8,8,3,1.0,2,1,1,0,260,0
2021-11-23,399000,3.0,47.47380053668023,-122.29827407012468,2020,9000,1959,0,0,1510,7,0,5,1.5,4,1,1,0,0,0
2021-11-10,555000,2.0,47.47668659673361,-122.3348200369936,1350,15400,1950,0,0,930,6,0,3,1.5,4,1,0,1,0,290
2021-11-23,705000,3.0,47.30999149297832,-122.37210565513358,2960,8560,1972,0,1160,1800,8,8,5,1.0,5,2,1,0,560,0
2021-11-29,380000,1.0,47.48548743292774,-122.32372242282484,1750,6600,1947,0,0,1080,6,0,5,2.0,4,1,1,0,0,0
2021-11-16,1400000,5.0,47.61305841525064,-122.16711913521094,2530,15520,1964,0,310,2220,8,7,5,1.0,4,2,0,0,200,260
2021-11-29,613000,,47.739196942361545,-122.3232618675024,950,6820,1947,0,0,950,6,0,3,1.0,2,1,0,0,0,0
2021-11-19,1525000,,47.74260402874484,-122.05494142267642,2480,36183,1997,0,0,1310,8,0,3,2.0,4,2,0,1,0,720
2021-11-15,790000,,47.46667031169322,-121.76401112746652,2190,92347,1979,0,0,1300,7,0,3,2.0,3,1,1,0,920,0
2021-11-24,475000,2.0,47.50254284981182,-122.36307638841905,950,5680,1945,0,0,1030,5,0,5,1.0,2,1,0,0,0,0
2021-11-18,800000,,47.74068615726129,-122.35495566518358,1680,17685,1941,0,0,1680,7,0,3,1.0,3,1,1,0,0,0
2021-11-29,560000,,47.48711259618005,-122.33558718156232,2030,8549,1980,0,870,1160,7,6,3,1.0,4,1,1,1,270,190
2021-11-22,458000,1.0,47.398956101145934,-122.19862303370137,1200,8505,1966,0,0,1200,7,0,5,1.0,3,2,0,0,0,550
2021-11-23,427500,,47.49262710236333,-122.33563117639328,1020,6000,1942,0,0,1020,6,0,4,1.0,3,1,0,0,0,0
2021-11-28,520000,3.0,47.514998411522505,-122.37401522946288,740,6300,1942,0,0,740,6,0,4,1.0,2,1,0,0,0,0
2021-11-22,560000,3.0,47.45358126797637,-122.19900258540392,1320,9750,1950,0,0,1320,7,0,5,1.0,3,2,0,0,0,0
2021-11-10,840000,3.0,47.682063773529784,-122.30702981345142,1390,4590,1927,0,0,790,7,0,3,1.5,3,1,0,0,180,0
2021-11-22,1100000,4.0,47.74780656499113,-122.17020842058514,1990,12866,1986,0,0,1020,7,0,4,2.0,3,2,0,1,0,480
2021-11-03,460000,2.0,47.3220517955144,-122.21557470715288,1300,8316,1954,0,0,1300,6,0,4,1.0,3,1,1,0,0,480
2021-11-19,1650000,2.0,47.77586167215303,-122.09143117634834,3400,30385,1989,0,0,1770,9,0,3,2.0,4,2,1,1,0,730
2021-11-24,1610000,,47.557827184271034,-122.17273587991208,2590,8293,1964,0,0,1780,8,0,4,2.0,4,1,2,0,0,380
2021-11-30,615000,,47.51145024483363,-122.37574139547796,2180,5985,1948,0,1090,1090,6,6,3,1.0,3,1,1,0,0,0
2021-11-29,1350000,3.0,47.72730846537501,-122.23650743901013,2040,10800,1984,0,0,1040,7,0,3,2.0,4,2,0,1,0,440
2021-11-24,1750000,2.0,47.5591740937036,-122.081215854748,2570,9077,1984,0,0,1460,8,0,4,2.0,4,2,0,1,0,520
2021-11-29,580000,3.0,47.37841028645627,-122.28733939273636,1860,7000,1963,0,0,1460,7,0,5,1.5,4,2,0,0,0,270
2021-11-23,624800,3.0,47.31298665754456,-122.3503566497435,2210,10952,1986,0,730,1480,8,8,3,1.0,4,1,2,0,0,570
2021-11-23,700000,3.0,47.17830538576578,-122.02445099373516,2400,36500,1981,0,0,2400,7,0,3,1.0,4,2,0,1,0,680
2021-11-22,1366000,2.0,47.67466586833281,-122.3322666665278,2060,3060,1987,0,500,1040,8,7,3,2.0,3,2,0,1,400,0
2021-11-28,1100000,3.0,47.70371771834439,-122.31391437426085,2210,6785,1940,0,0,1190,7,0,5,2.5,4,2,0,1,0,240
2021-11-29,1860000,,47.59267274754626,-122.06943730314612,4210,49720,1982,0,0,3220,10,0,3,2.0,5,2,0,1,0,840
2021-11-29,375000,5.0,47.3697792490911,-122.0799984352062,1200,5200,1969,0,0,1200,6,0,4,1.0,3,1,0,0,0,0
2021-11-24,940000,2.0,47.49650877058593,-122.15507787767666,1700,32266,1986,0,650,1050,7,7,5,1.0,3,1,2,0,230,210
2021-11-15,535000,4.0,47.55512739086185,-122.35881236948768,1010,6420,1980,0,0,1010,7,0,4,1.0,3,1,0,0,0,240
2021-11-29,650000,2.0,47.32938292613095,-121.99806304455994,2090,9649,1997,0,540,1550,7,7,3,1.0,3,3,0,0,250,190
2021-11-15,929000,3.0,47.75737425722752,-122.35882915011555,2340,8100,1958,0,1050,1290,8,7,4,1.0,3,1,1,0,0,400
2021-11-30,450000,2.0,47.36396941831573,-122.08913035510038,900,5200,1977,0,0,900,6,0,4,1.0,3,1,0,0,0,530
2021-11-22,437000,3.0,47.4535268366843,-122.1620183230512,1640,8400,1977,0,0,1080,7,0,4,1.5,3,1,1,0,0,520
2021-11-30,946000,5.0,47.67184701896022,-122.3771590277142,1390,3772,1926,0,340,1050,7,6,5,1.0,2,1,1,0,0,0
2021-11-30,537000,,47.397605979403565,-122.30432191654442,1470,8640,1966,0,0,1470,7,0,3,1.0,3,2,0,0,0,440
2021-11-17,2750000,,47.62564802842135,-122.28779951842908,3340,7200,1930,0,1080,1180,10,8,4,2.0,3,1,1,1,0,320
2021-11-21,1200000,,47.52584408838648,-122.3880191029976,3560,7250,1997,0,1290,1290,9,8,3,2.0,5,2,1,1,0,550
2021-11-23,557000,2.0,47.45222302617049,-122.18309068356504,1380,7621,1958,0,0,1380,6,0,4,1.0,3,1,0,0,0,240
2021-11-22,552500,,47.389342789242136,-122.19819577559322,1490,7201,1968,0,0,1490,7,0,4,1.0,3,1,0,0,0,450
2021-11-21,626000,4.0,47.39605330507472,-122.16776809998952,1790,8961,1988,0,0,960,8,0,4,2.0,3,1,1,1,0,530
2021-11-10,651800,2.0,47.29015294229677,-122.3497491909092,1970,7140,1991,0,0,1230,8,0,3,2.0,4,1,1,1,0,520
2021-11-10,2000000,2.0,47.67754102539057,-122.35053294848902,3340,4960,1918,0,730,1390,8,7,5,2.0,4,3,1,0,0,0
2021-11-30,825000,2.0,47.57177085716605,-122.3757805702218,2020,4000,1960,0,0,1010,8,0,5,2.0,3,2,0,0,190,0
2021-11-17,656359,5.0,47.74788651737064,-122.35230822118815,1190,7203,1967,0,0,1190,7,0,5,1.0,3,1,1,0,0,480
2021-11-24,1346450,4.0,47.582076643277425,-122.29119697379872,2410,5000,1925,0,800,930,8,7,3,1.5,2,1,0,1,0,0
2021-11-29,1100000,,47.60829354523205,-122.29120090260427,3510,6500,1900,0,960,1080,8,8,4,2.0,4,3,0,1,0,0
2021-11-22,475000,3.0,47.25786952214965,-122.25483913231896,1290,8052,1989,0,0,1290,7,0,3,1.0,3,2,0,0,0,500
2021-11-29,1600000,2.0,47.54651160675812,-122.15438740132012,2350,10714,1988,0,0,1250,9,0,3,2.0,4,2,0,1,0,630
2021-11-19,950000,3.0,47.66869565802209,-122.2875768010748,1420,3000,1927,0,0,750,7,0,5,2.0,4,2,0,0,200,0
2021-11-30,330000,1.0,47.492680400544586,-122.1705208828854,830,5200,1952,0,0,830,6,0,5,1.0,2,1,0,0,0,0
2021-11-24,548000,2.0,47.33469375609023,-122.28886839576496,1530,7206,1990,0,0,880,7,0,3,2.0,3,2,0,1,0,360
2021-11-30,1545000,3.0,47.60536820661783,-122.12584593709516,2580,9074,1958,0,1240,1340,7,6,4,1.0,5,2,1,0,0,510
2021-11-30,700000,,47.56810543383305,-122.3169014174808,3450,8400,1990,0,400,1880,8,7,3,2.0,4,2,0,1,270,190
2021-11-29,925000,2.0,47.72203553912029,-122.17707990548004,1400,7325,1972,0,630,770,7,7,5,1.0,3,1,1,0,140,280
2021-11-29,725000,,47.54555754759435,-122.298417002046,2230,5985,1962,0,880,1350,7,6,3,1.0,3,1,0,1,420,0
2021-11-30,1315000,3.0,47.66303716580025,-122.3483430675172,2040,3600,1920,0,500,1030,7,6,3,1.5,5,2,0,0,220,140
2021-11-23,515000,2.0,47.2155061793075,-121.983649876601,1150,39596,1931,0,0,1150,6,0,4,1.0,3,1,0,0,0,0
2021-11-30,530000,4.0,47.4883509262201,-122.28961372503149,930,11340,1935,0,0,720,7,0,5,1.5,3,1,0,0,0,0
2021-11-24,795000,1.0,47.71698868114833,-122.31966610418162,1630,7200,1956,0,0,1500,8,0,3,1.5,4,1,1,0,0,320
2021-11-16,1325000,5.0,47.65645786004681,-122.39657799272122,1810,4800,1955,0,800,1010,7,6,4,1.0,3,1,1,0,200,0
2021-11-23,950000,4.0,47.561658150644874,-122.39796675892552,2490,8625,1926,0,830,830,7,7,5,2.0,3,2,2,0,0,0
2021-11-19,742115,4.0,47.72870518251702,-122.31072432040372,1040,7287,1959,0,0,1040,7,0,5,1.0,3,0,1,0,0,300
2021-11-30,815000,2.0,47.75660026639762,-122.359049819705,2230,11123,1959,0,1100,1130,7,7,4,1.0,5,1,1,1,0,0
2021-11-30,870000,4.0,47.53177216080458,-121.76219519990684,1610,14025,1987,0,340,1270,7,7,4,1.0,3,2,0,1,390,90
2021-11-22,1874500,2.0,47.757791550898155,-122.1288760099261,2650,35174,1983,0,0,1350,10,0,4,1.5,4,2,1,0,0,580
2021-11-02,745000,4.0,47.44832668658104,-122.12988161583652,1740,7208,1976,0,0,1020,8,0,4,1.5,3,1,1,0,0,510
2021-11-29,759500,3.0,47.68306379506373,-122.35620753189836,1060,3075,1905,0,0,960,6,0,4,1.5,2,1,0,0,0,0
2021-11-19,1830000,3.0,47.74482635020544,-122.26215913491416,3100,10132,1988,0,1230,1870,9,9,4,1.0,5,3,0,1,0,740
2021-11-29,1100000,2.0,47.5430147556288,-122.27081882783898,2580,12055,1965,0,1290,1290,7,7,5,1.0,4,3,0,0,0,0
2021-11-22,699999,4.0,47.32473535088446,-122.3334232713539,2610,8286,1997,0,0,1300,9,0,3,2.0,4,2,0,1,0,820
2021-11-29,855000,2.0,47.56041874916796,-122.39316357426004,1090,5120,1966,0,0,1090,7,0,4,1.0,3,2,0,0,0,290
2021-11-24,420000,2.0,47.40430773058425,-122.30333833729912,910,10487,1955,0,0,910,6,0,3,1.0,3,1,0,0,0,0
2021-11-22,1265000,2.0,47.74489421923023,-122.10677493221866,2420,39900,1976,0,910,1510,8,8,5,1.0,4,1,2,1,310,260
2021-11-29,475000,3.0,47.32290933350262,-122.401818076138,930,34510,1946,0,0,790,6,0,3,1.5,2,1,0,1,0,0
2021-11-22,667500,,47.49754891130251,-122.35912954264522,1790,9095,1973,0,600,1190,7,7,3,1.0,3,1,1,0,500,0
2021-11-22,986000,,47.70275259115925,-122.30520591056283,1570,9300,1945,0,630,940,7,7,4,1.0,3,1,1,0,240,0
2021-11-26,605000,,47.4970571260803,-122.3441506318212,2080,7312,1967,0,730,1350,7,7,3,1.0,4,2,0,0,570,0
2021-12-01,655000,,47.45163415796712,-122.13918042988698,1560,12774,1969,0,0,1560,8,0,3,1.0,4,1,1,0,0,500
2021-11-22,1441500,4.0,47.663753675550986,-122.32940817395873,2010,4000,1915,0,800,1210,7,7,5,1.0,3,2,0,0,0,520
2021-11-22,1150000,2.0,47.741453392713154,-122.28984282946908,3110,9599,1958,0,1450,1660,8,7,4,1.0,5,1,2,0,0,390
2021-11-29,1355000,,47.63252832325128,-122.17393349554524,1080,14398,1981,0,0,1080,7,0,4,1.0,3,2,0,0,380,0
2021-12-01,525000,3.0,47.345735923786286,-122.31550215229244,1910,11082,1963,0,570,1340,7,7,3,1.0,3,1,0,1,0,400
2021-11-17,1150000,,47.57170316815137,-122.10475126305356,1590,5000,1956,0,280,1310,7,5,3,1.0,2,1,0,0,0,0
2021-11-24,862500,3.0,47.47258921885104,-121.9982167189582,1880,74923,1978,0,0,1880,8,0,4,1.0,3,1,2,0,0,0
2021-11-30,815000,1.0,47.65427115739462,-122.40278391498,800,4400,1944,0,0,800,7,0,4,1.0,2,1,0,0,0,0
2021-11-29,1500000,,47.407041999919855,-122.03150256281884,3710,57206,1990,0,0,1830,9,0,4,2.0,4,2,1,1,0,860
2021-12-01,700000,,47.387395588642214,-122.03069886811676,1860,8778,1995,0,0,970,7,0,3,2.0,3,2,0,1,0,450
2021-11-16,725000,4.0,47.46384725080891,-121.74563839795596,1780,10650,1970,0,860,920,7,6,4,1.0,3,1,1,0,0,0
2021-11-16,1850000,3.0,47.588662689374885,-121.9934219555515,3240,11737,1995,0,0,1730,11,0,3,2.0,4,2,0,1,0,760
2021-11-17,7080000,3.0,47.62427107993039,-122.2154436602883,3850,40049,1975,0,0,3850,10,0,5,1.0,3,2,0,0,0,0
2021-11-30,870000,5.0,47.50421772051426,-122.15560069926804,4140,10800,1960,0,2070,2070,7,7,5,1.0,8,6,0,0,0,0
2021-10-23,775000,2.0,47.32027346781341,-122.36730387371996,2780,13402,1962,0,0,2780,8,0,4,1.0,4,1,1,1,0,530
2021-11-23,2210000,2.0,47.71955967682546,-122.10008129542892,3390,35588,1998,0,0,2880,11,0,3,1.5,3,2,0,2,0,1150
2021-11-15,610000,2.0,47.47259281499375,-122.32914584061284,2170,10364,1954,0,1080,1090,7,6,3,1.0,3,1,0,1,0,260
2021-11-29,1906000,,47.570343993442634,-122.1614248889758,3160,10500,1976,0,1580,1580,8,8,4,1.0,4,3,0,0,0,550
2021-11-23,545000,4.0,47.40947623599731,-122.3144741891542,1590,9711,1963,0,530,1060,7,6,4,1.0,3,1,0,1,530,0
2021-11-29,1175000,2.0,47.520445600885,-122.04334377197895,2400,14007,1969,0,940,1460,7,7,4,1.0,4,1,2,0,310,0
2021-12-02,746000,1.0,47.77471164532294,-122.29252505673163,2180,14972,1962,0,1090,1090,7,7,5,1.0,4,1,1,0,0,260
2021-11-18,700000,2.0,47.50441457028808,-122.15248459409884,2200,15094,1960,0,1100,1100,7,7,4,1.0,4,1,1,0,0,510
2021-11-19,1360000,2.0,47.477996825913515,-122.06444446895443,2940,46609,1989,0,0,1410,8,0,3,2.0,3,1,2,1,0,710
2021-11-29,1320000,3.0,47.66956349123828,-122.3248286280953,2910,5100,1924,0,910,1110,7,7,3,1.5,4,2,1,0,0,0
2021-12-01,837200,2.0,47.529937893728736,-122.34459747687768,2300,8509,1959,0,1150,1150,7,7,4,1.0,4,2,0,0,0,0
2021-12-01,856000,2.0,47.48063350963976,-122.35557830831684,1770,10008,1964,0,0,1770,8,0,4,1.0,3,1,1,0,0,420
2021-11-18,1610000,,47.66568722175508,-122.13812079710844,3220,9000,1976,0,0,1420,8,0,3,2.0,5,2,0,1,0,530
2021-11-17,750000,2.0,47.43938566006108,-122.19473497203516,2160,7700,1978,0,700,1460,8,7,4,1.0,5,1,2,0,520,0
2021-11-24,615000,5.0,47.72162389171453,-122.29144029666614,1460,2018,1996,0,210,610,7,7,3,2.0,2,2,0,1,390,0
2021-11-19,760000,3.0,47.756017203678795,-122.07549703098142,1490,10620,1977,0,460,1030,7,6,3,1.0,3,1,0,1,500,0
2021-11-23,575500,3.0,47.5273986746138,-122.35679723018276,720,5160,1949,0,0,720,6,0,4,1.0,2,1,0,0,0,0
2021-11-19,415000,2.0,47.42018282576672,-122.19769119806962,900,17925,1951,0,0,900,6,0,3,1.0,2,1,0,0,0,0
2021-11-29,900000,2.0,47.43628244795379,-122.08081292436604,2230,39999,1990,0,0,2230,7,0,3,1.0,3,2,0,0,0,0
2021-11-12,1662000,3.0,47.68614160225483,-122.33418982635811,2470,6700,1946,0,700,1270,8,7,4,1.5,3,1,1,0,0,0
2021-11-29,555000,2.0,47.73050174775083,-122.30667131040958,750,7360,1944,0,0,750,6,0,3,1.0,2,0,1,0,0,0
2021-11-16,730000,,47.69396392568227,-122.27359934123176,2640,7200,1952,0,1290,1350,7,7,5,1.0,4,2,1,0,0,0
2021-11-30,1500000,2.0,47.536257643934235,-122.15897206806277,2200,8367,1985,0,0,1270,8,0,5,2.0,3,2,1,0,0,570
2021-12-02,815000,4.0,47.50957628521102,-122.1643388790345,2010,7387,1996,0,0,870,7,0,4,2.0,4,2,0,1,0,530
2021-11-24,499999,2.0,47.533324702668715,-122.35544011595744,1070,4960,1950,0,0,1070,7,0,3,1.0,2,1,0,0,0,0
2021-12-01,425000,4.0,47.21043720230741,-121.99387687768908,790,6400,1937,0,0,790,6,0,5,1.0,2,1,0,0,0,0
2021-11-29,727000,,47.746727005553275,-122.31538793754324,1320,8295,1945,0,0,1320,7,0,4,1.0,3,2,0,0,0,220
2021-12-02,1375000,3.0,47.60491321323636,-122.1198736479015,1700,8000,1957,0,0,1700,7,0,4,1.0,3,1,1,0,0,250
2021-11-29,1660000,2.0,47.59148103919494,-122.29070417044964,2580,5040,1928,0,940,940,9,8,4,1.5,4,1,2,1,0,0
2021-11-22,1499000,2.0,47.63630791627598,-122.3411812659365,2230,3500,1907,0,670,840,8,7,5,2.0,4,1,2,0,0,0
2021-11-23,920000,3.0,47.72416629118006,-122.19767431726504,1340,7575,1972,0,0,1340,7,0,4,1.0,3,2,0,0,0,380
2021-11-29,489000,3.0,47.33295617078313,-122.34222457847147,1150,10360,1963,0,0,1150,7,0,4,1.0,3,1,1,0,0,460
2021-11-16,482000,2.0,47.530433686561395,-122.35601903366158,800,5160,1943,0,0,800,6,0,4,1.0,2,1,0,0,0,0
2021-11-30,1570000,,47.64861030404999,-122.0593150641542,2470,9871,1984,0,780,1690,8,8,4,1.0,4,2,0,1,760,0
2021-12-01,580000,,47.3693230584405,-122.0848947787842,2070,9391,1990,0,620,1450,7,7,3,1.0,3,2,0,1,340,120
2021-12-01,2260000,3.0,47.60347297771655,-122.28554551889492,2500,6350,1979,0,130,1050,9,8,5,2.0,3,2,1,0,0,540
2021-12-01,650000,2.0,47.70084406017179,-121.91311000165082,1620,16606,1990,0,0,860,7,0,3,2.0,3,1,1,1,0,460
2021-12-02,388000,1.0,47.30739571995204,-122.36536300551867,820,8774,1962,0,0,820,6,0,4,1.0,3,1,0,0,0,200
2021-11-29,503000,,47.426938810797495,-122.19910366265582,1470,9360,1957,0,0,1470,7,0,3,1.0,3,1,0,0,0,250
2021-12-01,500000,2.0,47.319480162592015,-122.31628801278848,1480,9375,1955,0,0,1480,7,0,4,1.0,3,1,0,0,0,0
2021-12-02,880000,3.0,47.573778506494406,-122.31167192634813,1840,4000,1947,0,920,920,7,5,3,1.0,2,1,1,0,0,0
2021-11-19,600000,2.0,47.74355989274947,-122.0807037896243,1170,8568,1968,0,0,1170,7,0,3,1.0,3,1,0,0,0,0
2021-11-29,965000,,47.766405679420565,-122.27736368959472,2520,12750,1961,0,1250,1270,7,7,4,1.0,5,1,2,0,0,0
2021-11-25,529344,3.0,47.572579092266054,-122.3785014287904,770,4500,1950,0,0,770,6,0,3,1.0,2,1,0,0,0,0
2021-11-29,1110000,,47.6528463895357,-122.3991506424797,2240,6600,1965,0,800,1440,7,7,3,1.0,4,1,2,0,320,0
2021-11-29,600000,4.0,47.33293707214413,-122.29665209401412,1600,8400,1966,0,0,1600,7,0,4,1.0,5,0,2,1,0,480
2021-12-02,1316000,,47.67251652158903,-122.35823499176232,2620,3500,1910,0,370,1050,7,6,4,2.5,5,1,0,1,0,0
2021-11-23,2300000,,47.65228579015954,-122.15682288871768,3920,51923,1965,0,1930,1990,9,8,5,1.0,4,2,1,1,0,550
2021-11-11,547500,,47.338557554783776,-122.25831201391382,1580,7154,1979,0,320,1260,7,7,3,1.0,3,1,1,0,380,310
2021-12-02,857000,,47.74395703758653,-122.2236985289656,1750,19602,1955,0,290,1460,7,5,3,1.0,3,1,0,0,530,0
2021-11-29,599000,3.0,47.50536292382821,-122.34895404587618,910,7618,1956,0,0,910,6,0,5,1.0,2,1,0,0,0,0
2021-12-03,1200000,2.0,47.701286006741526,-122.20069642242572,1220,15600,1954,0,0,1220,7,0,4,1.0,3,1,1,0,0,0
2021-11-17,625000,3.0,47.38522037628093,-122.50138232415132,1260,52225,1994,0,0,1260,6,0,3,1.0,3,1,0,0,0,0
2021-11-22,650000,3.0,47.30145886904068,-122.37463262931291,2040,7700,1978,0,810,1230,7,7,4,1.0,4,1,2,0,250,210
2021-11-30,809000,2.0,47.61592647653787,-122.30325817314812,1000,2370,1904,0,0,1000,7,0,3,1.0,2,1,0,0,0,0
2021-11-29,670000,,47.504952570367074,-122.17419842469886,2310,11686,1953,0,1010,1300,7,6,3,1.0,4,1,0,1,290,0
2021-12-01,725000,,47.77668410786506,-122.24127810113194,1490,9960,1964,0,0,1490,7,0,3,1.0,3,1,0,0,0,360
2021-11-29,600000,2.0,47.44552404046298,-122.28586783311034,1840,9784,1966,0,690,1150,7,6,3,1.0,3,1,0,0,460,0
2021-11-20,707500,2.0,47.361878746809346,-122.0361326533737,1975,36928,1996,0,0,1057,8,0,3,2.0,3,1,2,0,0,465
2021-11-22,730000,2.0,47.364105443070066,-122.27786474640617,2980,8500,1982,0,1440,1540,8,7,5,1.0,5,2,1,0,0,420
2021-11-22,665000,2.0,47.51329170393117,-122.38279847428063,1310,5280,1951,0,0,1310,7,0,4,1.0,3,2,0,0,0,0
2021-12-02,2800000,,47.62729668366304,-122.3108957594821,3480,6000,1902,0,200,1640,10,5,4,2.0,5,1,2,2,0,0
2021-11-23,849950,3.0,47.285172510267074,-122.10371478673696,3910,142233,1959,0,1730,2180,8,7,4,1.0,4,2,0,0,0,0
2021-12-01,520000,,47.552384060742014,-122.3077370229458,1210,5320,1906,0,400,580,6,6,4,1.5,3,1,0,0,0,0
2021-12-01,710000,4.0,47.711569996117845,-121.95466581235245,1260,217800,1984,0,0,1120,5,0,4,1.5,1,1,0,0,0,0
2021-11-21,500000,4.0,47.36112298008996,-121.92085547728726,1150,60112,1961,0,0,750,6,0,5,1.5,3,0,1,0,0,0
2021-11-23,450000,4.0,47.36550131987474,-122.11314266830836,1140,11645,1970,0,0,1140,7,0,4,1.0,3,1,0,0,0,0
2021-11-30,1555000,3.0,47.66474059653362,-122.32940091839562,1910,4000,1921,0,310,1130,8,6,4,1.5,5,2,0,0,0,0
