id,address,latitude,longitude,lastSalePrice,squareFootage,lotSize,bedrooms,bathrooms,propertyType,lastSaleDate
"2545-36th-Ave-W,-Seattle,-WA-98199","2545 36th Ave W, Seattle, WA 98199",47.642933,-122.404030,1000000,1410,7684,2,1.0,Single Family,2025-09-30
"3016-37th-Ave-W,-Seattle,-WA-98199","3016 37th Ave W, Seattle, WA 98199",47.647312,-122.404357,2395000,3680,5670,4,3.5,Single Family,2025-10-09
"3020-W-Viewmont-Way-W,-Seattle,-WA-98199","3020 W Viewmont Way W, Seattle, WA 98199",47.647503,-122.409268,3875000,1650,5800,2,1.0,Single Family,2025-12-15
"4508-W-Ruffner-St,-Seattle,-WA-98199","4508 W Ruffner St, Seattle, WA 98199",47.653050,-122.415247,2596000,3460,6480,5,3.5,Single Family,2025-10-21
"4343-W-Mclaren-St,-Seattle,-WA-98199","4343 W Mclaren St, Seattle, WA 98199",47.651433,-122.414611,4100000,3540,16995,5,2.0,Single Family,2025-10-09
"3615-43rd-Ave-W,-Seattle,-WA-98199","3615 43rd Ave W, Seattle, WA 98199",47.653291,-122.413729,1600000,2280,6273,4,2.0,Single Family,2025-10-15
"3654-W-Viewmont-Way-W,-Seattle,-WA-98199","3654 W Viewmont Way W, Seattle, WA 98199",47.653769,-122.410733,1725000,2500,6500,3,2.5,Single Family,2025-11-24
"3615-41st-Ave-W,-Seattle,-WA-98199","3615 41st Ave W, Seattle, WA 98199",47.652787,-122.410279,1150000,1740,5623,3,1.5,Single Family,2025-11-12
"3430-39th-Ave-W,-Seattle,-WA-98199","3430 39th Ave W, Seattle, WA 98199",47.651363,-122.406477,850000,2530,6122,3,1.5,Single Family,2025-10-10
"3430-40th-Ave-W,-Seattle,-WA-98199","3430 40th Ave W, Seattle, WA 98199",47.651445,-122.407560,1265000,1930,5612,3,1.5,Single Family,2025-10-23
"3416-38th-Ave-W,-Seattle,-WA-98199","3416 38th Ave W, Seattle, WA 98199",47.651065,-122.405658,1775000,3120,4592,4,3.0,Single Family,2026-01-21
"3613-40th-Ave-W,-Seattle,-WA-98199","3613 40th Ave W, Seattle, WA 98199",47.652704,-122.408149,795000,1640,5102,4,1.0,Single Family,2025-12-01
"3627-Arapahoe-Pl-W,-Seattle,-WA-98199","3627 Arapahoe Pl W, Seattle, WA 98199",47.653102,-122.409233,1508000,2760,6000,3,2.5,Single Family,2025-11-12
"3818-36th-Ave-W,-Seattle,-WA-98199","3818 36th Ave W, Seattle, WA 98199",47.654566,-122.403294,775000,500,6000,2,1.0,Land,2025-10-31
"3654-35th-Ave-W,-Seattle,-WA-98199","3654 35th Ave W, Seattle, WA 98199",47.653840,-122.401987,966500,2160,5040,3,2.0,Single Family,2026-01-15
"3455-35th-Ave-W,-Seattle,-WA-98199","3455 35th Ave W, Seattle, WA 98199",47.652044,-122.402635,1901000,2130,6000,3,1.5,Single Family,2025-10-09
"3639-34th-Ave-W,-Seattle,-WA-98199","3639 34th Ave W, Seattle, WA 98199",47.653402,-122.401294,748500,1410,6000,3,1.0,Land,2025-11-21
"3434-33rd-Ave-W,-Seattle,-WA-98199","3434 33rd Ave W, Seattle, WA 98199",47.651528,-122.399167,850000,1220,5520,2,1.0,Single Family,2026-01-02
"3420-32nd-Ave-W,-Seattle,-WA-98199","3420 32nd Ave W, Seattle, WA 98199",47.651166,-122.397909,1075000,1200,6000,3,1.5,Single Family,2025-12-02
"3222-W-Bertona-St,-Seattle,-WA-98199","3222 W Bertona St, Seattle, WA 98199",47.650667,-122.399277,1879000,780,4800,2,1.5,Single Family,2025-12-12
"3406-38th-Ave-W,-Seattle,-WA-98199","3406 38th Ave W, Seattle, WA 98199",47.650731,-122.405429,2800000,1750,4082,2,1.5,Single Family,2025-12-12
"3031-34th-Ave-W,-Seattle,-WA-98199","3031 34th Ave W, Seattle, WA 98199",47.647827,-122.401360,1250000,1750,6000,3,1.5,Single Family,2025-11-05
"3218-31st-Ave-W,-Seattle,-WA-98199","3218 31st Ave W, Seattle, WA 98199",47.649336,-122.396597,885000,930,6360,2,1.0,Single Family,2025-10-02
"3642-33rd-Ave-W,-Seattle,-WA-98199","3642 33rd Ave W, Seattle, WA 98199",47.653513,-122.399132,2225000,1050,6000,2,1.0,Single Family,2025-12-12
"2800-W-Elmore-Pl,-Seattle,-WA-98199","2800 W Elmore Pl, Seattle, WA 98199",47.657264,-122.392971,1100000,1050,4375,3,1.5,Single Family,2025-10-09
"4252-Williams-Ave-W,-Seattle,-WA-98199","4252 Williams Ave W, Seattle, WA 98199",47.659159,-122.392006,700000,1340,1520,2,2.5,Single Family,2025-10-29
"3225-27th-Ave-W,-Seattle,-WA-98199","3225 27th Ave W, Seattle, WA 98199",47.649487,-122.391868,1000000,900,5250,2,1.0,Single Family,2025-10-24
"2806-W-Dravus-St,-Seattle,-WA-98199","2806 W Dravus St, Seattle, WA 98199",47.648849,-122.393295,918000,1119,1202,2,1.5,Condo,2026-02-11
"3028-26th-Ave-W,-Seattle,-WA-98199","3028 26th Ave W, Seattle, WA 98199",47.647721,-122.389930,650000,630,2696,1,1.0,Single Family,2025-11-06
"650-W-Cremona-St,-Seattle,-WA-98119","650 W Cremona St, Seattle, WA 98119",47.649967,-122.365857,865000,2660,4665,4,3.5,Single Family,2025-11-26
"105-Nw-39th-St,-Unit-C,-Seattle,-WA-98107","105 Nw 39th St, Unit C, Seattle, WA 98107",47.653996,-122.358002,865000,1284,5000,3,2.0,Townhouse,2025-11-06
"117-N-40th-St,-Seattle,-WA-98103","117 N 40th St, Seattle, WA 98103",47.655363,-122.356344,1635000,1520,5500,3,2.0,Single Family,2025-10-16
"3636-Greenwood-Ave-N,-Seattle,-WA-98103","3636 Greenwood Ave N, Seattle, WA 98103",47.653585,-122.355210,1420000,1510,5000,3,1.5,Single Family,2025-11-04
"3661-Phinney-Ave-N,-Apt-101,-Seattle,-WA-98103","3661 Phinney Ave N, Apt 101, Seattle, WA 98103",47.653997,-122.354656,488000,821,25000,2,1.0,Condo,2025-11-06
"3620-Phinney-Ave-N,-Seattle,-WA-98103","3620 Phinney Ave N, Seattle, WA 98103",47.652824,-122.354137,19000000,294,10000,0,1.0,Apartment,2025-12-23
"3805-Fremont-Ln-N,-Seattle,-WA-98103","3805 Fremont Ln N, Seattle, WA 98103",47.653018,-122.349449,865000,1410,1184,2,1.5,Single Family,2025-10-08
"311-Nw-42nd-St,-Seattle,-WA-98107","311 Nw 42nd St, Seattle, WA 98107",47.657535,-122.361457,1275000,2260,4800,3,2.5,Single Family,2025-10-08
"4436-Baker-Ave-NW,-Seattle,-WA-98107","4436 Baker Ave NW, Seattle, WA 98107",47.661331,-122.359236,999900,1290,5500,4,1.0,Single Family,2026-01-15
"322-Nw-47th-St,-Unit-C,-Seattle,-WA-98107","322 Nw 47th St, Unit C, Seattle, WA 98107",47.663097,-122.361824,825000,1307,620,2,2.5,Townhouse,2025-10-10
"333-Nw-47th-St,-Unit-C,-Seattle,-WA-98107","333 Nw 47th St, Unit C, Seattle, WA 98107",47.662701,-122.362137,779950,1372,466,2,1.5,Townhouse,2026-03-06
"3025-Nw-Market-St,-Seattle,-WA-98107","3025 Nw Market St, Seattle, WA 98107",47.668043,-122.397056,43722650,371,151606,0,1.0,Apartment,2025-11-24
"5450-Leary-Ave-NW,-Apt-456,-Seattle,-WA-98107","5450 Leary Ave NW, Apt 456, Seattle, WA 98107",47.667841,-122.383247,730000,1301,27583,2,2.0,Condo,2025-10-30
"1400-Nw-60th-St,-Apt-401,-Seattle,-WA-98107","1400 Nw 60th St, Apt 401, Seattle, WA 98107",47.672390,-122.374153,410000,613,5011,1,1.0,Condo,2025-10-09
"1101-Nw-62nd-St,-Seattle,-WA-98107","1101 Nw 62nd St, Seattle, WA 98107",47.673638,-122.371609,1120000,1260,3240,3,1.0,Single Family,2025-11-03
"1723-Nw-63rd-St,-Seattle,-WA-98107","1723 Nw 63rd St, Seattle, WA 98107",47.674328,-122.379926,1325000,1010,5000,2,1.0,Single Family,2025-10-23
"1746B-Nw-62nd-St,-Seattle,-WA-98107","1746B Nw 62nd St, Seattle, WA 98107",47.673966,-122.381000,995000,1762,1176,4,1.5,Townhouse,2026-01-16
"1762-Nw-57th-St,-Apt-201,-Seattle,-WA-98107","1762 Nw 57th St, Apt 201, Seattle, WA 98107",47.670244,-122.381684,550000,1078,10000,2,2.0,Condo,2025-10-28
"1760-Nw-56th-St,-Apts-606-&-1760,-Seattle,-WA-98107","1760 Nw 56th St, Apts 606 & 1760, Seattle, WA 98107",47.669675,-122.381523,479000,1500,5000,1,1.0,Condo,2025-11-26
"1760-Nw-56th-St,-Apt-210,-Seattle,-WA-98107","1760 Nw 56th St, Apt 210, Seattle, WA 98107",47.669678,-122.381655,465000,754,5000,1,1.0,Condo,2025-10-02
"1760-Nw-56th-St,-Apt-608,-Seattle,-WA-98107","1760 Nw 56th St, Apt 608, Seattle, WA 98107",47.669678,-122.381655,495000,759,5000,1,1.0,Condo,2025-11-03
"2037-Nw-61st-St,-Unit-A,-Seattle,-WA-98107","2037 Nw 61st St, Unit A, Seattle, WA 98107",47.672798,-122.383675,1047000,1809,1220,4,2.0,Townhouse,2025-12-05
"2358-Nw-73rd-St,-Seattle,-WA-98117","2358 Nw 73rd St, Seattle, WA 98117",47.681494,-122.386911,710000,820,3000,2,1.0,Single Family,2025-11-12
"7332-23rd-Ave-NW,-Seattle,-WA-98117","7332 23rd Ave NW, Seattle, WA 98117",47.682297,-122.385044,1210000,2250,5100,4,3.0,Single Family,2025-10-24
"7346-22nd-Ave-NW,-Seattle,-WA-98117","7346 22nd Ave NW, Seattle, WA 98117",47.682700,-122.383977,879950,920,5100,2,1.0,Single Family,2025-10-16
"7007-26th-Ave-NW,-Seattle,-WA-98117","7007 26th Ave NW, Seattle, WA 98117",47.679789,-122.390080,1120000,2790,5100,4,1.5,Single Family,2025-10-24
"3039-Nw-71st-St,-Seattle,-WA-98117","3039 Nw 71st St, Seattle, WA 98117",47.679994,-122.397432,2000000,2770,4500,4,2.5,Single Family,2025-10-10
"3309-Nw-70th-St,-Seattle,-WA-98117","3309 Nw 70th St, Seattle, WA 98117",47.679197,-122.400179,1750000,2810,5000,5,2.0,Single Family,2025-10-20
"3032-Nw-65th-St,-Seattle,-WA-98117","3032 Nw 65th St, Seattle, WA 98117",47.676031,-122.397211,1515000,1640,5000,3,1.5,Single Family,2025-11-12
"3002-Nw-66th-St,-Seattle,-WA-98117","3002 Nw 66th St, Seattle, WA 98117",47.676812,-122.395913,890000,1590,5000,5,1.5,Single Family,2025-09-29
"3027-Nw-69th-St,-Seattle,-WA-98117","3027 Nw 69th St, Seattle, WA 98117",47.678526,-122.396882,1330000,2320,2500,4,2.5,Single Family,2025-11-03
"2842-Nw-62nd-St,-Seattle,-WA-98107","2842 Nw 62nd St, Seattle, WA 98107",47.673935,-122.394829,1270000,1106,1729,2,1.0,Single Family,2025-11-13
"3407-Nw-57th-St,-Seattle,-WA-98107","3407 Nw 57th St, Seattle, WA 98107",47.670172,-122.401549,1600000,1037,1093,2,1.5,Condo,2026-02-02
"3441-Nw-59th-St,-Seattle,-WA-98107","3441 Nw 59th St, Seattle, WA 98107",47.671034,-122.402954,1600000,2060,6400,4,2.0,Single Family,2025-10-27
"6321-Seaview-Ave-NW,-Unit-21,-Seattle,-WA-98107","6321 Seaview Ave NW, Unit 21, Seattle, WA 98107",47.674607,-122.408375,998000,1210,80175,2,2.5,Condo,2025-10-23
"4223-W-Semple-St,-Seattle,-WA-98199","4223 W Semple St, Seattle, WA 98199",47.670903,-122.411454,3875000,3010,40223,4,2.0,Single Family,2025-10-21
"5701-Seaview-Ave-NW,-Apt-202,-Seattle,-WA-98107","5701 Seaview Ave NW, Apt 202, Seattle, WA 98107",47.670629,-122.405482,625000,986,5968,2,1.0,Condo,2025-10-17
"5701-Seaview-Ave-NW,-Apt-301,-Seattle,-WA-98107","5701 Seaview Ave NW, Apt 301, Seattle, WA 98107",47.670629,-122.405482,1000000,1987,5968,3,2.0,Condo,2025-11-03
"3101-W-Jameson-St,-Seattle,-WA-98199","3101 W Jameson St, Seattle, WA 98199",47.659880,-122.397873,535000,1500,5000,3,2.0,,2025-10-10
"3236-W-Government-Way,-Seattle,-WA-98199","3236 W Government Way, Seattle, WA 98199",47.660118,-122.399662,912000,1550,1080,3,1.5,Single Family,2025-10-14
"4563-34th-Ave-W,-Seattle,-WA-98199","4563 34th Ave W, Seattle, WA 98199",47.662897,-122.401899,675000,760,3417,3,1.0,Single Family,2025-09-30
"4309-34th-Ave-W,-Apt-102,-Seattle,-WA-98199","4309 34th Ave W, Apt 102, Seattle, WA 98199",47.659640,-122.400860,325000,680,11642,1,1.0,Condo,2025-11-03
"8751-29th-Ave-NW,-Seattle,-WA-98117","8751 29th Ave NW, Seattle, WA 98117",47.693331,-122.394570,1345000,2430,7057,4,2.0,Single Family,2025-10-17
"7200-34th-Ave-NW,-Seattle,-WA-98117","7200 34th Ave NW, Seattle, WA 98117",47.681070,-122.400776,2115000,3110,4295,3,2.5,Single Family,2025-10-29
"8031-31st-Ave-NW,-Seattle,-WA-98117","8031 31st Ave NW, Seattle, WA 98117",47.687668,-122.397310,50000,1660,5080,4,1.0,Single Family,2025-11-03
"8363-29th-Ave-NW,-Seattle,-WA-98117","8363 29th Ave NW, Seattle, WA 98117",47.690449,-122.394676,775000,1510,1443,3,2.0,Single Family,2025-10-31
"8534-30th-Ave-NW,-Seattle,-WA-98117","8534 30th Ave NW, Seattle, WA 98117",47.691568,-122.395310,2050000,3490,8065,4,2.5,Single Family,2025-10-17
"8056-28th-Ave-NW,-Seattle,-WA-98117","8056 28th Ave NW, Seattle, WA 98117",47.688460,-122.392710,1357000,1700,3920,3,1.5,Single Family,2025-10-10
"8325-26th-Ave-NW,-Seattle,-WA-98117","8325 26th Ave NW, Seattle, WA 98117",47.689796,-122.390087,825000,1150,3960,2,1.0,Single Family,2025-10-17
"8325-21st-Ave-NW,-Seattle,-WA-98117","8325 21st Ave NW, Seattle, WA 98117",47.689502,-122.383561,1160000,1480,4000,3,1.0,Single Family,2025-10-21
"2211-Nw-85th-St,-Seattle,-WA-98117","2211 Nw 85th St, Seattle, WA 98117",47.690397,-122.385007,1050000,1570,4000,3,1.5,Single Family,2025-10-17
"8500-16th-Ave-NW,-Seattle,-WA-98117","8500 16th Ave NW, Seattle, WA 98117",47.690863,-122.377587,3999550,884,5000,2,2.0,Apartment,2025-12-19
"8513-19th-Ave-Nw-Unit-B,-Seattle,-WA-98117","8513 19th Ave Nw Unit B, Seattle, WA 98117",47.690964,-122.381402,775000,1418,575,3,1.5,Townhouse,2025-11-21
"8637-21st-Ave-NW,-Seattle,-WA-98117","8637 21st Ave NW, Seattle, WA 98117",47.692170,-122.383213,1150000,1430,6009,3,1.5,Single Family,2025-10-23
"8733-21st-Ave-NW,-Seattle,-WA-98117","8733 21st Ave NW, Seattle, WA 98117",47.693500,-122.383230,1950000,2330,6009,4,1.5,Single Family,2025-10-08
"8319-25th-Ave-NW,-Seattle,-WA-98117","8319 25th Ave NW, Seattle, WA 98117",47.689669,-122.389027,1365000,996,1250,2,2.0,Single Family,2026-03-02
"2613-Nw-86th-St,-Seattle,-WA-98117","2613 Nw 86th St, Seattle, WA 98117",47.691109,-122.390882,1050000,1940,2940,3,2.5,Single Family,2025-10-23
"8814-Earl-Ave-NW,-Seattle,-WA-98117","8814 Earl Ave NW, Seattle, WA 98117",47.693224,-122.391570,1310000,2580,6150,4,3.0,Single Family,2025-11-04
"2738-Nw-90th-St,-Seattle,-WA-98117","2738 Nw 90th St, Seattle, WA 98117",47.694437,-122.392001,1300000,1970,9785,3,2.0,Single Family,2025-10-30
"10008-14th-Ave-NW,-Seattle,-WA-98177","10008 14th Ave NW, Seattle, WA 98177",47.701866,-122.373694,2430000,830,8789,1,1.0,Single Family,2025-10-15
"9211-9th-Ave-NW,-Seattle,-WA-98117","9211 9th Ave NW, Seattle, WA 98117",47.696432,-122.368859,700000,1550,5421,3,2.0,Single Family,2025-10-03
"8356-12th-Ave-NW,-Seattle,-WA-98117","8356 12th Ave NW, Seattle, WA 98117",47.690309,-122.371135,660000,1350,1138,3,1.5,Single Family,2025-11-03
"653-Nw-86th-St,-Seattle,-WA-98117","653 Nw 86th St, Seattle, WA 98117",47.691188,-122.365571,700000,730,4650,2,1.0,Single Family,2025-11-14
"9015-Dibble-Ave-NW,-Seattle,-WA-98117","9015 Dibble Ave NW, Seattle, WA 98117",47.694801,-122.367747,1274000,2497,3006,4,1.5,Townhouse,2025-12-10
"9244-Dayton-Ave-N,-Seattle,-WA-98103","9244 Dayton Ave N, Seattle, WA 98103",47.697342,-122.352276,950000,1090,8245,2,1.5,Single Family,2025-11-03
"9544-3rd-Ave-NW,-Seattle,-WA-98117","9544 3rd Ave NW, Seattle, WA 98117",47.699098,-122.360346,1320000,2260,5900,4,3.0,Single Family,2025-10-14
"9715-6th-Ave-NW,-Seattle,-WA-98117","9715 6th Ave NW, Seattle, WA 98117",47.700171,-122.363854,1616000,2450,5768,3,2.5,Single Family,2025-10-17
"9714-Palatine-Ave-N,-Seattle,-WA-98103","9714 Palatine Ave N, Seattle, WA 98103",47.700131,-122.356357,875000,730,7620,2,1.0,Single Family,2025-11-10
"9713-Dayton-Ave-N,-Seattle,-WA-98103","9713 Dayton Ave N, Seattle, WA 98103",47.700102,-122.353091,875000,1700,5099,3,1.5,Single Family,2025-10-31
"1714-N-100th-St,-Seattle,-WA-98133","1714 N 100th St, Seattle, WA 98133",47.701605,-122.336722,780600,1500,5161,3,1.5,Single Family,2025-10-28
"10332-Ashworth-Ave-N,-Seattle,-WA-98133","10332 Ashworth Ave N, Seattle, WA 98133",47.704200,-122.338793,872500,1780,9544,3,2.0,Single Family,2026-03-02
"10715-2nd-Ave-NW,-Seattle,-WA-98177","10715 2nd Ave NW, Seattle, WA 98177",47.707446,-122.359845,725000,2767,3115,3,1.5,Single Family,2026-02-20
"12206-Fremont-Ave-N,-Seattle,-WA-98133","12206 Fremont Ave N, Seattle, WA 98133",47.718068,-122.349947,675000,1250,8000,3,1.0,Single Family,2025-12-23
"12705-2nd-Ave-NW,-Seattle,-WA-98177","12705 2nd Ave NW, Seattle, WA 98177",47.721602,-122.360007,1235000,2280,8160,4,1.5,Single Family,2025-10-14
"12703-9th-Ave-NW,-Seattle,-WA-98177","12703 9th Ave NW, Seattle, WA 98177",47.721663,-122.368078,3300000,3730,8786,4,3.0,Single Family,2025-10-28
"13209-7th-Ave-NW,-Seattle,-WA-98177","13209 7th Ave NW, Seattle, WA 98177",47.725432,-122.365392,1562500,2520,8158,3,4.0,Single Family,2025-10-03
"9779-Ne-South-Beach-Dr,-Bainbridge-Island,-WA-98110","9779 Ne South Beach Dr, Bainbridge Island, WA 98110",47.574512,-122.520508,3875000,3774,15682,4,1.5,Single Family,2025-10-03
"9889-Ne-South-Beach-Dr,-Bainbridge-Island,-WA-98110","9889 Ne South Beach Dr, Bainbridge Island, WA 98110",47.573955,-122.519883,4298000,3480,16988,4,3.5,Single Family,2025-10-17
"10941-Ne-Seaborn-Rd,-Bainbridge-Island,-WA-98110","10941 Ne Seaborn Rd, Bainbridge Island, WA 98110",47.596847,-122.504240,345896,2036,5000,2,2.5,Single Family,2025-12-02
"3006-44th-Ave-W,-Seattle,-WA-98199","3006 44th Ave W, Seattle, WA 98199",47.647054,-122.412792,1935000,2430,2900,3,2.0,Single Family,2025-11-25
"1943-34th-Ave-W,-Seattle,-WA-98199","1943 34th Ave W, Seattle, WA 98199",47.637109,-122.400441,1390500,1860,5394,4,2.0,Single Family,2025-09-30
"1940-Edgemont-Pl-W,-Seattle,-WA-98199","1940 Edgemont Pl W, Seattle, WA 98199",47.637214,-122.402381,1725000,2800,6240,3,2.0,Single Family,2025-12-11
"2252-Viewmont-Way-W,-Seattle,-WA-98199","2252 Viewmont Way W, Seattle, WA 98199",47.637749,-122.403399,2365000,3520,4916,3,4.0,Single Family,2025-10-14
"1145-High-School-Rd-NE,-Bainbridge-Island,-WA-98110","1145 High School Rd NE, Bainbridge Island, WA 98110",47.635060,-122.506828,1975000,4823,17860,4,2.5,Single Family,2025-10-30
"1278-Ferncliff-Ave-NE,-Bainbridge-Island,-WA-98110","1278 Ferncliff Ave NE, Bainbridge Island, WA 98110",47.635367,-122.509831,1750000,1500,5000,3,2.0,,2025-11-07
"1341-Nolta-Loop-NE,-Bainbridge-Island,-WA-98110","1341 Nolta Loop NE, Bainbridge Island, WA 98110",47.637227,-122.513263,460000,966,436,2,1.5,Single Family,2025-12-04
"1339-Nolta-Loop-NE,-Bainbridge-Island,-WA-98110","1339 Nolta Loop NE, Bainbridge Island, WA 98110",47.637261,-122.513263,489000,966,436,2,1.5,Single Family,2025-12-19
"1349-Nolta-Loop-NE,-Bainbridge-Island,-WA-98110","1349 Nolta Loop NE, Bainbridge Island, WA 98110",47.637091,-122.513263,489000,966,436,2,1.5,Single Family,2026-01-05
"3046-Sw-Avalon-Way,-Seattle,-WA-98126","3046 Sw Avalon Way, Seattle, WA 98126",47.566466,-122.371931,2300000,583,7200,1,1.0,Apartment,2026-02-27
"4714-Delridge-Way-SW,-Seattle,-WA-98106","4714 Delridge Way SW, Seattle, WA 98106",47.560589,-122.362612,527500,1420,1059,3,1.0,Townhouse,2025-12-15
"3230-Sw-Avalon-Way,-Seattle,-WA-98126","3230 Sw Avalon Way, Seattle, WA 98126",47.564406,-122.373577,7917800,605,15359,1,1.0,Apartment,2025-10-30
"3262-California-Ave-SW,-Seattle,-WA-98116","3262 California Ave SW, Seattle, WA 98116",47.573817,-122.386400,3007500,700,5602,1,1.0,Apartment,2026-02-05
"5017-Sw-Stevens-St,-Seattle,-WA-98116","5017 Sw Stevens St, Seattle, WA 98116",47.577354,-122.396295,1150000,1210,8750,3,1.0,Single Family,2025-10-15
"5137-Sw-Admiral-Way,-Seattle,-WA-98116","5137 Sw Admiral Way, Seattle, WA 98116",47.579014,-122.398976,730000,1170,7140,3,1.0,Single Family,2025-11-10
"2705-47th-Ave-SW,-Seattle,-WA-98116","2705 47th Ave SW, Seattle, WA 98116",47.579146,-122.392296,1525000,2200,3004,3,2.0,Single Family,2025-10-31
"2311-45th-Ave-SW,-Seattle,-WA-98116","2311 45th Ave SW, Seattle, WA 98116",47.582557,-122.389612,1366000,2160,6250,3,2.0,Single Family,2025-10-06
"2649-41st-Ave-SW,-Seattle,-WA-98116","2649 41st Ave SW, Seattle, WA 98116",47.579654,-122.384306,1539000,870,7735,2,1.0,Single Family,2025-11-17
"4321-Sw-Lander-St,-Seattle,-WA-98116","4321 Sw Lander St, Seattle, WA 98116",47.579145,-122.387650,1065000,1710,4055,3,1.5,Single Family,2026-01-22
"2225-California-Ave-SW,-Seattle,-WA-98116","2225 California Ave SW, Seattle, WA 98116",47.583759,-122.386584,3475000,9534,8868,3,2.0,Multi-Family,2026-01-22
"2134-Bonair-Dr-SW,-Seattle,-WA-98116","2134 Bonair Dr SW, Seattle, WA 98116",47.584601,-122.398386,1850000,2750,3822,3,2.5,Single Family,2025-10-30
"2119-Bonair-Dr-SW,-Seattle,-WA-98116","2119 Bonair Dr SW, Seattle, WA 98116",47.585039,-122.398140,1825000,2090,1438,3,2.5,Single Family,2025-10-14
"2534-57th-Ave-SW,-Seattle,-WA-98116","2534 57th Ave SW, Seattle, WA 98116",47.580209,-122.404880,1585000,2620,4520,3,2.5,Single Family,2025-10-06
"2514-57th-Ave-SW,-Apt-301,-Seattle,-WA-98116","2514 57th Ave SW, Apt 301, Seattle, WA 98116",47.580825,-122.405013,615000,942,8108,2,1.0,Condo,2025-10-31
"2737-59th-Ave-SW,-Seattle,-WA-98116","2737 59th Ave SW, Seattle, WA 98116",47.578832,-122.408429,1200000,870,4440,2,1.0,Single Family,2025-10-09
"2767-59th-Ave-SW,-Seattle,-WA-98116","2767 59th Ave SW, Seattle, WA 98116",47.578038,-122.408449,1667500,1760,4678,4,2.0,Single Family,2025-10-15
"5106-47th-Ave-SW,-Seattle,-WA-98136","5106 47th Ave SW, Seattle, WA 98136",47.556083,-122.392016,585000,1850,3876,3,1.0,Single Family,2025-11-21
"4939-Sw-Bruce-St,-Seattle,-WA-98136","4939 Sw Bruce St, Seattle, WA 98136",47.555069,-122.396773,661500,1390,7500,5,1.0,Single Family,2025-10-22
"5225-Sw-Jacobsen-Rd,-Seattle,-WA-98116","5225 Sw Jacobsen Rd, Seattle, WA 98116",47.558841,-122.399915,1750000,3260,9960,3,2.5,Single Family,2025-10-23
"4878-Beach-Dr-SW,-Seattle,-WA-98116","4878 Beach Dr SW, Seattle, WA 98116",47.557683,-122.400872,1800000,3120,6875,4,2.5,Single Family,2025-11-05
"4437-46th-Ave-SW,-Seattle,-WA-98116","4437 46th Ave SW, Seattle, WA 98116",47.563639,-122.391234,975000,1850,5650,4,1.5,Single Family,2025-10-10
"4055-42nd-Ave-SW,-Seattle,-WA-98116","4055 42nd Ave SW, Seattle, WA 98116",47.566770,-122.385856,900000,880,5750,2,1.0,Single Family,2025-10-14
"3924-Sw-Dawson-St,-Seattle,-WA-98136","3924 Sw Dawson St, Seattle, WA 98136",47.555829,-122.382059,600000,1140,777,2,1.5,Single Family,2025-10-01
"5058-38th-Ave-SW,-Seattle,-WA-98126","5058 38th Ave SW, Seattle, WA 98126",47.555765,-122.379881,950000,2200,7720,3,1.5,Single Family,2025-11-25
"5417-40th-Ave-SW,-Seattle,-WA-98136","5417 40th Ave SW, Seattle, WA 98136",47.553284,-122.383314,1049000,2500,6000,5,1.5,Single Family,2025-12-19
"5946-39th-Ave-SW,-Seattle,-WA-98136","5946 39th Ave SW, Seattle, WA 98136",47.548839,-122.381460,900000,2000,6450,3,2.0,Single Family,2025-10-23
"5956-38th-Ave-SW,-Seattle,-WA-98126","5956 38th Ave SW, Seattle, WA 98126",47.548546,-122.380036,1825000,3290,6550,4,2.5,Single Family,2025-10-31
"3253-Sw-Raymond-St,-Seattle,-WA-98126","3253 Sw Raymond St, Seattle, WA 98126",47.547747,-122.374968,650000,1570,2043,2,3.0,Single Family,2025-09-30
"6358-Delridge-Way-SW,-Seattle,-WA-98106","6358 Delridge Way SW, Seattle, WA 98106",47.544935,-122.361311,799950,1520,4620,3,2.0,Single Family,2025-09-29
"6968-24th-Ave-SW,-Seattle,-WA-98106","6968 24th Ave SW, Seattle, WA 98106",47.539663,-122.362506,950000,2410,7700,5,1.5,Single Family,2025-10-22
"3012-Sw-Holly-St,-Seattle,-WA-98126","3012 Sw Holly St, Seattle, WA 98126",47.543017,-122.371452,825000,1850,3159,4,2.5,Single Family,2025-10-20
"6348-34th-Ave-Sw-Unit-C,-Seattle,-WA-98126","6348 34th Ave Sw Unit C, Seattle, WA 98126",47.544917,-122.374588,500000,1050,1176,3,2.5,Townhouse,2025-11-13
"7344-35th-Ave-SW,-Seattle,-WA-98126","7344 35th Ave SW, Seattle, WA 98126",47.536038,-122.376183,565000,2260,4800,2,1.0,Single Family,2025-10-06
"7318-39th-Ave-SW,-Seattle,-WA-98136","7318 39th Ave SW, Seattle, WA 98136",47.536208,-122.381619,800000,1610,10148,2,1.5,Single Family,2025-10-10
"4160-Sw-Orchard-St,-Seattle,-WA-98136","4160 Sw Orchard St, Seattle, WA 98136",47.539170,-122.385883,800000,1010,5920,3,1.0,Single Family,2025-09-30
"5932-Fauntleroy-Way-SW,-Apt-4,-Seattle,-WA-98136","5932 Fauntleroy Way SW, Apt 4, Seattle, WA 98136",47.549328,-122.382641,585000,1138,6600,2,1.5,Condo,2025-10-06
"6021-45th-Ave-SW,-Seattle,-WA-98136","6021 45th Ave SW, Seattle, WA 98136",47.547883,-122.390232,743001,660,4800,1,1.0,Single Family,2025-10-08
