id,address,latitude,longitude,lastSalePrice,squareFootage,lotSize,bedrooms,bathrooms,propertyType,lastSaleDate
"1514-Ne-95th-St,-Seattle,-WA-98115","1514 Ne 95th St, Seattle, WA 98115",47.697860,-122.311355,985000,2410,7666,4,1.5,Single Family,2025-10-17
"1536-Ne-95th-St,-Seattle,-WA-98115","1536 Ne 95th St, Seattle, WA 98115",47.697868,-122.310435,825000,1690,5080,3,2.0,Single Family,2025-10-08
"1522-Ne-97th-St,-Seattle,-WA-98115","1522 Ne 97th St, Seattle, WA 98115",47.699680,-122.311002,685000,1350,5109,2,2.0,Multi-Family,2025-11-07
"1522-Ne-97th-St,-Unit-Lower,-Seattle,-WA-98115","1522 Ne 97th St, Unit Lower, Seattle, WA 98115",47.699680,-122.311002,685000,750,5000,1,1.0,Single Family,2025-11-07
"9042-Wallingford-Ave-N,-Seattle,-WA-98103","9042 Wallingford Ave N, Seattle, WA 98103",47.695385,-122.336094,654950,1060,6770,3,1.0,Single Family,2025-10-01
"813-Ne-90th-St,-Seattle,-WA-98115","813 Ne 90th St, Seattle, WA 98115",47.693763,-122.319689,800000,1000,6380,2,1.0,Single Family,2025-10-14
"7717-2nd-Ave-NE,-Seattle,-WA-98115","7717 2nd Ave NE, Seattle, WA 98115",47.685561,-122.327349,860000,1840,3720,4,2.5,Single Family,2025-09-30
"314-Ne-82nd-St,-Seattle,-WA-98115","314 Ne 82nd St, Seattle, WA 98115",47.688464,-122.324883,997000,1300,4910,2,1.0,Single Family,2025-10-16
"7551-Bagley-Ave-N,-Seattle,-WA-98103","7551 Bagley Ave N, Seattle, WA 98103",47.685113,-122.331657,1500000,2330,7200,3,1.5,Single Family,2025-10-29
"123-Ne-77th-St,-Seattle,-WA-98115","123 Ne 77th St, Seattle, WA 98115",47.684865,-122.327230,1265000,2330,3900,3,2.0,Single Family,2025-10-06
"2425-N-75th-St,-Seattle,-WA-98103","2425 N 75th St, Seattle, WA 98103",47.682904,-122.328533,940000,1680,1165,2,2.0,Single Family,2025-10-28
"2405-N-75th-St,-Seattle,-WA-98103","2405 N 75th St, Seattle, WA 98103",47.683080,-122.329067,1149000,1740,1685,3,2.0,Single Family,2025-10-03
"7545-Bagley-Ave-N,-Seattle,-WA-98103","7545 Bagley Ave N, Seattle, WA 98103",47.684789,-122.331977,1225000,1750,4800,4,1.5,Single Family,2025-10-29
"735-N-83rd-St,-Seattle,-WA-98103","735 N 83rd St, Seattle, WA 98103",47.688914,-122.348406,1025000,1880,4590,3,1.5,Single Family,2025-10-30
"730-N-85th-St,-Seattle,-WA-98103","730 N 85th St, Seattle, WA 98103",47.690935,-122.348344,4742350,628,5000,1,1.0,Apartment,2026-01-08
"8533-Burke-Ave-N,-Seattle,-WA-98103","8533 Burke Ave N, Seattle, WA 98103",47.691487,-122.335508,1360000,2470,7988,3,1.5,Multi-Family,2025-10-14
"8543-Ashworth-Ave-N,-Seattle,-WA-98103","8543 Ashworth Ave N, Seattle, WA 98103",47.691768,-122.339483,971000,1220,5125,4,2.0,Single Family,2025-10-27
"8536-Interlake-Ave-N,-Seattle,-WA-98103","8536 Interlake Ave N, Seattle, WA 98103",47.691630,-122.339908,637500,1350,5125,2,1.5,Single Family,2025-10-14
"8853-Stone-Ave-N,-Seattle,-WA-98103","8853 Stone Ave N, Seattle, WA 98103",47.693870,-122.341586,675000,1596,1596,3,3.5,Single Family,2026-01-05
"8745-Evanston-Ave-N,-Seattle,-WA-98103","8745 Evanston Ave N, Seattle, WA 98103",47.693729,-122.351687,1170000,1360,7995,3,1.0,Single Family,2025-12-19
"600-N-85th-St,-Unit-204,-Seattle,-WA-98103","600 N 85th St, Unit 204, Seattle, WA 98103",47.690887,-122.350889,335000,574,15603,1,1.0,Condo,2025-11-21
"504-N-86th-St,-Seattle,-WA-98103","504 N 86th St, Seattle, WA 98103",47.691866,-122.352282,825000,1330,4120,4,2.0,Single Family,2025-12-17
"8720-Phinney-Ave-N,-Apt-14,-Seattle,-WA-98103","8720 Phinney Ave N, Apt 14, Seattle, WA 98103",47.693091,-122.354141,450000,1076,12002,2,2.0,Condo,2025-10-20
"8750-Greenwood-Ave-N,-Apt-S207,-Seattle,-WA-98103","8750 Greenwood Ave N, Apt S207, Seattle, WA 98103",47.693698,-122.355209,509000,1134,31695,2,2.0,Condo,2026-01-06
"322B-N-84th-St,-Seattle,-WA-98103","322B N 84th St, Seattle, WA 98103",47.690214,-122.354244,1300000,1277,1028,2,1.0,Single Family,2025-11-21
"318B-N-84th-St,-Seattle,-WA-98103","318B N 84th St, Seattle, WA 98103",47.690067,-122.354447,1349000,1278,897,2,1.0,Single Family,2025-12-12
"316-N-84th-St,-Seattle,-WA-98103","316 N 84th St, Seattle, WA 98103",47.690065,-122.354449,749000,1220,1512,2,1.5,Single Family,2026-02-11
"7536-13th-Ave-NW,-Seattle,-WA-98117","7536 13th Ave NW, Seattle, WA 98117",47.684344,-122.372389,715000,1782,4800,4,1.5,Single Family,2025-11-21
"6712-14th-Ave-NW,-Seattle,-WA-98117","6712 14th Ave NW, Seattle, WA 98117",47.678237,-122.373757,1010000,1650,5000,4,2.0,Multi-Family,2025-10-08
"6743-11th-Ave-NW,-Seattle,-WA-98117","6743 11th Ave NW, Seattle, WA 98117",47.679027,-122.371215,1205000,2080,5633,5,2.0,Single Family,2025-10-08
"6749-10th-Ave-NW,-Seattle,-WA-98117","6749 10th Ave NW, Seattle, WA 98117",47.679233,-122.370149,885000,1340,5350,5,1.0,Single Family,2025-10-07
"6732-1st-Ave-NW,-Seattle,-WA-98117","6732 1st Ave NW, Seattle, WA 98117",47.678749,-122.357099,1315000,1380,4400,2,1.5,Single Family,2025-12-04
"6733-9th-Ave-NW,-Seattle,-WA-98117","6733 9th Ave NW, Seattle, WA 98117",47.678760,-122.369057,1615000,1510,5350,3,2.0,Single Family,2025-11-03
"800-Nw-62nd-St,-Seattle,-WA-98107","800 Nw 62nd St, Seattle, WA 98107",47.674089,-122.366418,19031,3888,7524,1,1.0,Apartment,2026-03-11
"5639-3rd-Ave-NW,-Seattle,-WA-98107","5639 3rd Ave NW, Seattle, WA 98107",47.670629,-122.361130,600000,1710,3720,3,1.0,Single Family,2025-10-07
"106-Nw-60th-St,-Seattle,-WA-98107","106 Nw 60th St, Seattle, WA 98107",47.672563,-122.357866,900000,1660,4000,4,1.5,Single Family,2025-10-15
"206-Nw-62nd-St,-Seattle,-WA-98107","206 Nw 62nd St, Seattle, WA 98107",47.674514,-122.359852,899000,1630,4434,4,1.0,Single Family,2025-10-31
"713B-N-70th-St,-Seattle,-WA-98103","713B N 70th St, Seattle, WA 98103",47.679352,-122.349199,1059000,1043,536,2,1.0,Townhouse,2026-01-22
"6801-Greenwood-Ave-N,-Unit-301,-Seattle,-WA-98103","6801 Greenwood Ave N, Unit 301, Seattle, WA 98103",47.678859,-122.355682,1130000,1285,23401,2,2.0,Condo,2025-11-19
"6801-Greenwood-Ave-N,-Unit-415,-Seattle,-WA-98103","6801 Greenwood Ave N, Unit 415, Seattle, WA 98103",47.678859,-122.355682,775000,922,23401,1,1.5,Condo,2025-12-15
"308-N-68th-St,-Unit-203,-Seattle,-WA-98103","308 N 68th St, Unit 203, Seattle, WA 98103",47.678909,-122.354998,515000,844,5000,1,1.5,Condo,2025-12-22
"528-N-72nd-St,-Seattle,-WA-98103","528 N 72nd St, Seattle, WA 98103",47.681262,-122.351313,1199950,870,3672,2,1.0,Single Family,2025-12-24
"533-N-73rd-St,-Seattle,-WA-98103","533 N 73rd St, Seattle, WA 98103",47.681584,-122.351183,886600,970,3162,2,1.0,Single Family,2025-09-30
"7011-Dayton-Ave-N,-Seattle,-WA-98103","7011 Dayton Ave N, Seattle, WA 98103",47.680008,-122.352879,875000,990,3120,2,1.0,Single Family,2025-11-24
"7011-Fremont-Ave-N,-Seattle,-WA-98103","7011 Fremont Ave N, Seattle, WA 98103",47.679989,-122.350157,915000,1460,2240,3,1.5,Single Family,2025-10-10
"756-N-72nd-St,-Apt-102,-Seattle,-WA-98103","756 N 72nd St, Apt 102, Seattle, WA 98103",47.681304,-122.347456,417000,601,6929,1,1.0,Condo,2025-09-30
"743-N-71st-St,-Seattle,-WA-98103","743 N 71st St, Seattle, WA 98103",47.680088,-122.347941,721000,770,4590,2,1.0,Single Family,2025-09-29
"1834-N-54th-St,-Seattle,-WA-98103","1834 N 54th St, Seattle, WA 98103",47.668166,-122.334828,1500000,1650,4815,3,2.0,Single Family,2025-10-24
"6208-Fremont-Ave-N,-Seattle,-WA-98103","6208 Fremont Ave N, Seattle, WA 98103",47.674166,-122.349654,1040000,1620,3276,3,2.0,Single Family,2025-09-30
"123-N-48th-St,-Seattle,-WA-98103","123 N 48th St, Seattle, WA 98103",47.663406,-122.356041,1100000,820,5000,2,1.0,Single Family,2025-12-31
"618-N-49th-St,-Seattle,-WA-98103","618 N 49th St, Seattle, WA 98103",47.664492,-122.350671,939000,1450,1508,2,2.0,Single Family,2025-09-30
"1026-N-48th-St,-Seattle,-WA-98103","1026 N 48th St, Seattle, WA 98103",47.663789,-122.344834,1250000,2200,4140,3,1.5,Single Family,2025-10-01
"506-N-45th-St,-Apt-301,-Seattle,-WA-98103","506 N 45th St, Apt 301, Seattle, WA 98103",47.661534,-122.352325,398000,617,5306,1,1.0,Condo,2025-11-03
"972-N-Allen-Pl,-Seattle,-WA-98103","972 N Allen Pl, Seattle, WA 98103",47.660716,-122.345838,749888,1010,656,2,1.5,Single Family,2025-10-15
"1207-N-Allen-Pl,-Seattle,-WA-98103","1207 N Allen Pl, Seattle, WA 98103",47.660460,-122.343458,899950,790,3600,1,1.0,Single Family,2025-10-14
"1615-N-41st-St,-Seattle,-WA-98103","1615 N 41st St, Seattle, WA 98103",47.656637,-122.337933,1245000,2310,4050,5,1.5,Single Family,2025-10-16
"4417-Thackeray-Pl-NE,-Seattle,-WA-98105","4417 Thackeray Pl NE, Seattle, WA 98105",47.660760,-122.326513,1305000,1680,4080,4,1.0,Single Family,2025-10-28
"4524-Corliss-Ave-N,-Seattle,-WA-98103","4524 Corliss Ave N, Seattle, WA 98103",47.662164,-122.330979,1229000,1350,5700,3,1.0,Single Family,2025-11-04
"4642-Eastern-Ave-N,-Seattle,-WA-98103","4642 Eastern Ave N, Seattle, WA 98103",47.663868,-122.328787,1107230,1890,4065,4,2.0,Single Family,2025-11-26
"1620-N-52nd-St,-Seattle,-WA-98103","1620 N 52nd St, Seattle, WA 98103",47.666707,-122.337511,750000,1420,3745,4,2.0,Single Family,2025-10-29
"1823-N-52nd-St,-Seattle,-WA-98103","1823 N 52nd St, Seattle, WA 98103",47.666271,-122.335345,892500,840,3210,2,1.5,Single Family,2025-12-08
"5108-Meridian-Ave-N,-Seattle,-WA-98103","5108 Meridian Ave N, Seattle, WA 98103",47.666063,-122.333493,1329750,2160,4590,4,1.5,Single Family,2025-10-09
"2502-N-50th-St,-Unit-101,-Seattle,-WA-98103","2502 N 50th St, Unit 101, Seattle, WA 98103",47.665091,-122.328744,599000,1365,5224,2,1.5,Condo,2025-12-11
"5117-1st-Ave-NE,-Seattle,-WA-98105","5117 1st Ave NE, Seattle, WA 98105",47.666239,-122.328754,600000,660,2524,1,1.0,Single Family,2025-10-15
"2109-N-54th-St,-Seattle,-WA-98103","2109 N 54th St, Seattle, WA 98103",47.667711,-122.333027,1200000,2410,5100,4,1.5,Single Family,2025-11-06
"5412-Kensington-Pl-N,-Seattle,-WA-98103","5412 Kensington Pl N, Seattle, WA 98103",47.668332,-122.329527,805000,830,2775,2,1.0,Single Family,2025-09-30
"5031-12th-Ave-NE,-Seattle,-WA-98105","5031 12th Ave NE, Seattle, WA 98105",47.665862,-122.315449,960000,2080,1472,2,1.0,Apartment,2026-02-26
"7300-Woodlawn-Ave-NE,-Apt-401,-Seattle,-WA-98115","7300 Woodlawn Ave NE, Apt 401, Seattle, WA 98115",47.681367,-122.325141,572000,892,13309,2,1.0,Condo,2025-11-03
"433-Ne-73rd-St,-Seattle,-WA-98115","433 Ne 73rd St, Seattle, WA 98115",47.681267,-122.323654,1187525,1580,3999,4,3.0,Apartment,2025-12-12
"1603-Ne-70th-St,-Seattle,-WA-98115","1603 Ne 70th St, Seattle, WA 98115",47.679189,-122.310709,1320000,1050,5355,2,1.0,Single Family,2025-10-03
"7332-17th-Ave-NE,-Seattle,-WA-98115","7332 17th Ave NE, Seattle, WA 98115",47.682225,-122.309587,922500,1600,4080,3,1.0,Single Family,2025-10-08
"7737-17th-Ave-NE,-Seattle,-WA-98115","7737 17th Ave NE, Seattle, WA 98115",47.685962,-122.310308,924000,1800,2850,3,1.5,Single Family,2025-11-12
"7337-20th-Ave-NE,-Seattle,-WA-98115","7337 20th Ave NE, Seattle, WA 98115",47.682365,-122.307033,1290000,2370,5100,3,1.5,Single Family,2025-11-05
"7341-21st-Ave-NE,-Seattle,-WA-98115","7341 21st Ave NE, Seattle, WA 98115",47.682487,-122.305732,800000,1480,6800,3,1.5,Single Family,2026-01-12
"7335-21st-Ave-NE,-Seattle,-WA-98115","7335 21st Ave NE, Seattle, WA 98115",47.682337,-122.305729,800000,1330,6800,3,1.5,Single Family,2025-10-28
"6847-18th-Ave-NE,-Seattle,-WA-98115","6847 18th Ave NE, Seattle, WA 98115",47.679043,-122.309107,1421525,2050,4590,5,1.0,Single Family,2025-10-23
"5514-25th-Ave-NE,-Seattle,-WA-98105","5514 25th Ave NE, Seattle, WA 98105",47.669020,-122.300298,835000,1665,5000,6,5.0,Single Family,2026-02-27
"3106-Ne-60th-St,-Seattle,-WA-98115","3106 Ne 60th St, Seattle, WA 98115",47.672345,-122.293877,1325000,2430,3250,4,1.5,Single Family,2025-10-07
"5210-35th-Ave-NE,-Seattle,-WA-98105","5210 35th Ave NE, Seattle, WA 98105",47.667010,-122.289849,1495000,2550,6000,3,1.5,Single Family,2025-10-09
"4545-Sand-Point-Way-NE,-Apt-806,-Seattle,-WA-98105","4545 Sand Point Way NE, Apt 806, Seattle, WA 98105",47.662267,-122.286862,540000,1194,27700,2,2.0,Condo,2025-10-28
"5023-36th-Ave-NE,-Seattle,-WA-98105","5023 36th Ave NE, Seattle, WA 98105",47.665555,-122.289378,825000,990,4000,2,1.0,Single Family,2025-09-30
"2325-43rd-Ave-E,-Apt-102,-Seattle,-WA-98112","2325 43rd Ave E, Apt 102, Seattle, WA 98112",47.639942,-122.277481,1320000,1400,7200,2,2.0,Condo,2025-10-02
"1852-40th-Ave-E,-Seattle,-WA-98112","1852 40th Ave E, Seattle, WA 98112",47.636210,-122.281707,2200000,2870,6000,4,2.0,Single Family,2025-10-30
"2029-42nd-Ave-E,-Seattle,-WA-98112","2029 42nd Ave E, Seattle, WA 98112",47.637851,-122.278805,3400000,1390,3300,2,1.5,Single Family,2025-10-30
"3812-E-Crockett-St,-Seattle,-WA-98112","3812 E Crockett St, Seattle, WA 98112",47.637594,-122.283339,3695000,4360,9000,5,3.0,Single Family,2025-10-06
"1910-E-Galer-St,-Seattle,-WA-98112","1910 E Galer St, Seattle, WA 98112",47.632488,-122.306592,1665000,2200,3828,3,1.5,Single Family,2025-10-20
"2610-E-Helen-St,-Seattle,-WA-98112","2610 E Helen St, Seattle, WA 98112",47.628289,-122.297986,1500000,2030,5070,3,2.5,Single Family,2025-11-25
"1242-16th-Ave-E,-Seattle,-WA-98112","1242 16th Ave E, Seattle, WA 98112",47.631888,-122.310829,1599988,1560,4800,3,1.5,Single Family,2025-10-23
"1919-E-Eaton-Pl,-Seattle,-WA-98112","1919 E Eaton Pl, Seattle, WA 98112",47.637070,-122.307489,945000,1680,4664,4,1.5,Single Family,2025-10-06
"1522-E-Interlaken-Blvd,-Seattle,-WA-98112","1522 E Interlaken Blvd, Seattle, WA 98112",47.639112,-122.311546,2050000,2730,6279,2,2.5,Single Family,2025-10-23
"2727-Eastlake-Ave-E,-Seattle,-WA-98102","2727 Eastlake Ave E, Seattle, WA 98102",47.645349,-122.326257,14683000,659,5000,1,1.0,Apartment,2025-12-08
"2705-Franklin-Ave-E,-Seattle,-WA-98102","2705 Franklin Ave E, Seattle, WA 98102",47.644708,-122.324876,973500,1290,1045,3,2.5,Single Family,2025-11-05
"4059-Latona-Ave-NE,-Seattle,-WA-98105","4059 Latona Ave NE, Seattle, WA 98105",47.657233,-122.326076,986000,2030,4000,2,1.5,Single Family,2025-10-23
"4030-Meridian-Ave-N,-Seattle,-WA-98103","4030 Meridian Ave N, Seattle, WA 98103",47.656555,-122.333529,3040000,3150,3800,4,3.0,Single Family,2025-10-30
"3631-Meridian-Ave-N,-Seattle,-WA-98103","3631 Meridian Ave N, Seattle, WA 98103",47.651399,-122.334219,900000,1440,4800,3,1.5,Single Family,2025-11-05
"3701-Woodlawn-Ave-N,-Seattle,-WA-98103","3701 Woodlawn Ave N, Seattle, WA 98103",47.652158,-122.339055,1450000,3060,6840,5,2.0,Multi-Family,2025-10-31
"3705-Woodlawn-Ave-N,-Seattle,-WA-98103","3705 Woodlawn Ave N, Seattle, WA 98103",47.652331,-122.339055,1450000,3060,6840,5,2.0,Multi-Family,2025-10-31
"3626-Wallingford-Ave-N,-Seattle,-WA-98103","3626 Wallingford Ave N, Seattle, WA 98103",47.651284,-122.335949,3268000,830,5000,2,1.0,Apartment,2025-10-02
"2620-4th-Ave-N,-Apt-603,-Seattle,-WA-98109","2620 4th Ave N, Apt 603, Seattle, WA 98109",47.643945,-122.349542,533105,1096,54930,2,2.0,Condo,2025-10-17
"2202-5th-Ave-N,-Seattle,-WA-98109","2202 5th Ave N, Seattle, WA 98109",47.638397,-122.346726,2836392,3150,5947,2,2.0,Single Family,2025-10-30
"469-Lynn-St,-Seattle,-WA-98109","469 Lynn St, Seattle, WA 98109",47.638961,-122.347379,2000000,3440,4000,3,2.0,Single Family,2025-10-16
"1819-2nd-Ave-N,-Seattle,-WA-98109","1819 2nd Ave N, Seattle, WA 98109",47.635453,-122.353488,2100000,1970,6000,3,2.0,Single Family,2025-10-30
"1708-2nd-Ave-N,-Seattle,-WA-98109","1708 2nd Ave N, Seattle, WA 98109",47.634327,-122.352922,2275000,1110,3720,2,1.0,Single Family,2025-11-03
"1518-Warren-Ave-N,-Seattle,-WA-98109","1518 Warren Ave N, Seattle, WA 98109",47.632900,-122.354168,1200000,2230,2905,5,1.5,Single Family,2025-10-29
"1611-Taylor-Ave-N,-Seattle,-WA-98109","1611 Taylor Ave N, Seattle, WA 98109",47.633548,-122.346254,634000,560,2975,1,1.0,Single Family,2025-10-29
"2167-Dexter-Ave-N,-Apt-401,-Seattle,-WA-98109","2167 Dexter Ave N, Apt 401, Seattle, WA 98109",47.639454,-122.344241,605000,1080,5602,2,2.0,Condo,2025-10-08
"1925-Eastlake-Ave-E,-Seattle,-WA-98102","1925 Eastlake Ave E, Seattle, WA 98102",47.636607,-122.326221,4445500,693,5000,1,1.0,Apartment,2026-02-23
"2003-Boylston-Ave-E,-Seattle,-WA-98102","2003 Boylston Ave E, Seattle, WA 98102",47.636946,-122.323718,1274100,460,3600,0,1.0,Apartment,2025-12-30
"1112-Broadway-E,-Apt-101,-Seattle,-WA-98102","1112 Broadway E, Apt 101, Seattle, WA 98102",47.629098,-122.320952,550000,702,5003,1,1.0,Condo,2025-10-21
"535-13th-Ave-E,-Seattle,-WA-98102","535 13th Ave E, Seattle, WA 98102",47.624016,-122.316012,12988200,451,5000,0,1.0,Apartment,2025-11-04
"109-11th-Ave-E,-Seattle,-WA-98102","109 11th Ave E, Seattle, WA 98102",47.619145,-122.318494,1500000,2710,2016,3,2.0,Single Family,2026-01-14
"1052-E-Thomas-St,-Seattle,-WA-98102","1052 E Thomas St, Seattle, WA 98102",47.621321,-122.318609,6245000,550,8227,1,1.0,Apartment,2025-12-09
"409-10th-Ave-E,-Seattle,-WA-98102","409 10th Ave E, Seattle, WA 98102",47.622309,-122.320236,4645600,440,5959,0,1.0,Apartment,2026-03-06
"705-E-Republican-St,-Apt-302,-Seattle,-WA-98102","705 E Republican St, Apt 302, Seattle, WA 98102",47.622896,-122.322750,312000,622,11867,1,1.0,Condo,2025-12-31
"705-E-Republican-St,-Apt-403,-Seattle,-WA-98102","705 E Republican St, Apt 403, Seattle, WA 98102",47.622896,-122.322750,385000,622,11867,1,1.0,Condo,2026-01-14
"505-Belmont-Ave-E,-Apt-605,-Seattle,-WA-98102","505 Belmont Ave E, Apt 605, Seattle, WA 98102",47.623703,-122.324128,495000,1042,27790,2,2.0,Condo,2025-12-30
"530-Broadway-E,-Apt-414,-Seattle,-WA-98102","530 Broadway E, Apt 414, Seattle, WA 98102",47.623898,-122.320376,375000,547,39466,1,1.0,Condo,2025-09-29
"917-Broadway-E,-Seattle,-WA-98102","917 Broadway E, Seattle, WA 98102",47.627405,-122.321612,1361000,1430,5000,2,1.0,Single Family,2025-11-12
"318-Bellevue-Ave-E---A,-Seattle,-WA-98102","318 Bellevue Ave E # A, Seattle, WA 98102",47.621456,-122.326180,985000,1410,5000,3,3.0,Townhouse,2025-11-19
"400-Boylston-Ave-E,-Apt-210,-Seattle,-WA-98102","400 Boylston Ave E, Apt 210, Seattle, WA 98102",47.622195,-122.322994,317500,510,14836,1,1.0,Condo,2025-11-12
"321-Boylston-Ave-E,-Apt-303,-Seattle,-WA-98102","321 Boylston Ave E, Apt 303, Seattle, WA 98102",47.621769,-122.323381,200000,621,9216,1,1.0,Condo,2025-11-13
"1611-E-Olive-Way,-Seattle,-WA-98102","1611 E Olive Way, Seattle, WA 98102",47.619070,-122.324883,3950000,1500,5000,3,2.0,,2025-12-16
"1718-Melrose-Ave,-Seattle,-WA-98122","1718 Melrose Ave, Seattle, WA 98122",47.617650,-122.327543,9750000,702,5000,2,1.0,Apartment,2026-01-21
"1823-Minor-Ave,-Seattle,-WA-98101","1823 Minor Ave, Seattle, WA 98101",47.617059,-122.331503,570488,404,5000,0,1.0,Apartment,2025-11-21
"1011-5th-Ave-N,-Apt-405,-Seattle,-WA-98109","1011 5th Ave N, Apt 405, Seattle, WA 98109",47.628602,-122.347753,450000,1075,11376,2,2.0,Condo,2025-10-22
"275-W-Roy-St,-Apt-414,-Seattle,-WA-98119","275 W Roy St, Apt 414, Seattle, WA 98119",47.625540,-122.360133,530000,793,39095,2,1.0,Condo,2025-10-24
"588-Bell-St,-Unit-3702,-Seattle,-WA-98121","588 Bell St, Unit 3702, Seattle, WA 98121",47.616653,-122.343014,1049000,1115,83722,2,2.0,Condo,2025-10-03
"588-Bell-St,-Unit-2404,-Seattle,-WA-98121","588 Bell St, Unit 2404, Seattle, WA 98121",47.616653,-122.343014,620000,731,83722,1,1.0,Condo,2025-10-16
"588-Bell-St,-Unit-1502,-Seattle,-WA-98121","588 Bell St, Unit 1502, Seattle, WA 98121",47.616653,-122.343014,900000,1115,5000,2,2.0,Condo,2025-10-21
"2334-Elliott-Ave,-Seattle,-WA-98121","2334 Elliott Ave, Seattle, WA 98121",47.612782,-122.348913,47690500,498,5000,0,1.0,Apartment,2025-12-23
"75-Vine-St,-Seattle,-WA-98121","75 Vine St, Seattle, WA 98121",47.614225,-122.350505,55700000,529,5000,0,1.0,Apartment,2025-11-25
"2515-4th-Ave,-Seattle,-WA-98121","2515 4th Ave, Seattle, WA 98121",47.616761,-122.346904,70785000,465,5000,0,1.0,Apartment,2026-01-06
"1414-1st-Ave-W,-Apt-104,-Seattle,-WA-98119","1414 1st Ave W, Apt 104, Seattle, WA 98119",47.631795,-122.357880,925000,1320,12771,2,2.0,Condo,2025-09-30
"1508-Galer-Pl-N,-Seattle,-WA-98109","1508 Galer Pl N, Seattle, WA 98109",47.632636,-122.356177,1089000,1840,2400,3,2.0,Single Family,2025-10-22
"401-W-Galer-St,-Seattle,-WA-98119","401 W Galer St, Seattle, WA 98119",47.632189,-122.361978,1200000,1500,5000,3,2.0,,2025-10-03
"1511-11th-Ave-W,-Apt-6,-Seattle,-WA-98119","1511 11th Ave W, Apt 6, Seattle, WA 98119",47.632630,-122.372062,720000,1032,6247,1,2.0,Condo,2025-12-30
"1813-12th-Ave-W,-Seattle,-WA-98119","1813 12th Ave W, Seattle, WA 98119",47.635186,-122.373194,1310000,2580,1956,4,3.5,Single Family,2025-11-03
"1315-W-Newton-St,-Seattle,-WA-98119","1315 W Newton St, Seattle, WA 98119",47.636605,-122.374668,1700000,1550,640,3,2.0,Single Family,2025-11-24
"1924-14th-Ave-W,-Seattle,-WA-98119","1924 14th Ave W, Seattle, WA 98119",47.636622,-122.374742,1700000,1440,806,3,2.0,Single Family,2025-11-24
"1922-14th-Ave-W,-Seattle,-WA-98119","1922 14th Ave W, Seattle, WA 98119",47.636579,-122.374738,1700000,1420,767,3,2.0,Single Family,2025-11-24
"1311-W-Newton-St,-Seattle,-WA-98119","1311 W Newton St, Seattle, WA 98119",47.636609,-122.374573,1700000,1360,1988,3,1.0,Single Family,2025-11-24
"2209-12th-Ave-W,-Seattle,-WA-98119","2209 12th Ave W, Seattle, WA 98119",47.638999,-122.372862,1249000,2220,3142,4,2.5,Single Family,2025-11-21
"957-W-Mcgraw-St,---1,-Seattle,-WA-98119","957 W Mcgraw St, # 1, Seattle, WA 98119",47.639422,-122.369824,1200000,1400,5000,3,2.0,Condo,2025-12-16
"2126-9th-Ave-W,-Seattle,-WA-98119","2126 9th Ave W, Seattle, WA 98119",47.638562,-122.368581,1957500,1920,5400,3,1.0,Single Family,2025-12-15
"2120-9th-Ave-W,-Seattle,-WA-98119","2120 9th Ave W, Seattle, WA 98119",47.638429,-122.368583,2392500,2280,7200,5,3.0,Multi-Family,2025-12-19
"2513-11th-Ave-W,-Seattle,-WA-98119","2513 11th Ave W, Seattle, WA 98119",47.641154,-122.371844,1475000,2390,4000,3,2.0,Single Family,2025-11-13
"2246-Clise-Pl-W,-Seattle,-WA-98199","2246 Clise Pl W, Seattle, WA 98199",47.638776,-122.398806,1450000,2540,2284,2,2.5,Single Family,2025-11-17
"2515-30th-Ave-W,-Seattle,-WA-98199","2515 30th Ave W, Seattle, WA 98199",47.641637,-122.396028,3030000,3760,8250,4,2.5,Single Family,2025-11-06
"3010-W-Smith-St,-Seattle,-WA-98199","3010 W Smith St, Seattle, WA 98199",47.641263,-122.396108,830000,770,3782,2,1.0,Single Family,2025-09-30
"2910-W-Smith-St,-Seattle,-WA-98199","2910 W Smith St, Seattle, WA 98199",47.641238,-122.394909,1600000,2510,4590,3,2.0,Single Family,2025-11-18
"2901-28th-Ave-W,-Seattle,-WA-98199","2901 28th Ave W, Seattle, WA 98199",47.645834,-122.393316,2300000,3330,5842,4,4.0,Single Family,2026-02-11
"3010-32nd-Ave-W,-Seattle,-WA-98199","3010 32nd Ave W, Seattle, WA 98199",47.647282,-122.397873,1625000,1330,6200,3,1.0,Single Family,2025-12-19
"2858-32nd-Ave-W,-Apt-302,-Seattle,-WA-98199","2858 32nd Ave W, Apt 302, Seattle, WA 98199",47.646202,-122.398148,490000,1116,20086,2,2.0,Condo,2025-10-06
"3314-W-Armour-St,-Seattle,-WA-98199","3314 W Armour St, Seattle, WA 98199",47.645176,-122.400316,1025000,1150,4880,3,1.0,Single Family,2025-11-12
"2617-32nd-Ave-W,-Seattle,-WA-98199","2617 32nd Ave W, Seattle, WA 98199",47.643763,-122.398647,1268500,1050,6000,2,1.0,Single Family,2025-09-30
"2526-35th-Ave-W,-Seattle,-WA-98199","2526 35th Ave W, Seattle, WA 98199",47.642065,-122.401980,3150000,4280,6000,6,3.5,Single Family,2025-10-16
"2518-36th-Ave-W,-Seattle,-WA-98199","2518 36th Ave W, Seattle, WA 98199",47.642207,-122.403613,1000000,2360,5807,4,2.0,Single Family,2025-10-15
